Type	TitleID	Name	Achievement	ColorDesc	ColorID	GTopColorID	GBottomColorID	OutlineColorID	Timeout	ImgAltlas	ImgPrefix	EffectResID	EffecUitResID	Rank	WorldNotify	Desc	Quality	Icon
FubenNpc	3012	Diệt mau		Danh hiệu đỏ	300			301						1		Danh hiệu NPC phó bản		
FubenNpc	3013	Phản Xạ		Danh hiệu Tím	200	207	208	209						1		Danh hiệu NPC phó bản	4	
FubenNpc	3014	Thiên Sơn Nữ Hiệp		Danh hiệu Tím	200	207	208	209						1		Danh hiệu NPC phó bản	4	
FubenNpc	3015	Võ Lâm Nghĩa Sĩ		Danh hiệu lam	200	204	205	206						1		Danh hiệu NPC phó bản	3	
FubenNpc	3016	Hộ Vệ Tinh Nhuệ		Danh hiệu Lục	200	201	202	203						1		Danh hiệu NPC phó bản	2	
VN_Title1	3500	Lưu Danh Thiên Hạ	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224						1				
VN_Title2	3501	Danh hiệu Đỏ 2	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224						1				
VN_Title3	3502	Danh hiệu Đỏ 3	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224						1				
VN_Title4	3503	Danh hiệu Đỏ 4	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224						1				
VN_Title5	3504	Danh hiệu Đỏ 5	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224						1				
VN_Title6	3505	Danh hiệu Đỏ 6	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224						1				
VN_Title7	3506	Danh hiệu Đỏ 7	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224						1				
VN_Title8	3507	Danh hiệu Đỏ 8	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224						1				
VN_Title9	3508	Danh hiệu Đỏ 9	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224						1				
VN_Title10	3509	Danh hiệu Đỏ 10	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224						1				
VN_Title11	3510	Danh hiệu Tím 1	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	2592000					1			4	
VN_Title12	3511	Danh hiệu Tím 2	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	2592000					1			4	
VN_Title13	3512	Danh hiệu Tím 3	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	2592000					1			4	
VN_Title14	3513	Danh hiệu Tím 4	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	2592000					1			4	
VN_Title15	3514	Danh hiệu Tím 5	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	2592000					1			4	
VN_Title16	3515	Danh hiệu Tím 6	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	2592000					1			4	
VN_Title17	3516	Danh hiệu Tím 7	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	2592000					1			4	
VN_Title18	3517	Danh hiệu Tím 8	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	2592000					1			4	
VN_Title19	3518	Danh hiệu Tím 9	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	2592000					1			4	
VN_Title20	3519	Danh hiệu Tím 10	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	2592000					1			4	
VN_Title21	3520	Danh hiệu Cam 1	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	7776000					1			6	
VN_Title22	3521	Danh hiệu Cam 2	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	7776000					1			6	
VN_Title23	3522	Danh hiệu Cam 3	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	7776000					1			6	
VN_Title24	3523	Danh hiệu Cam 4	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	7776000					1			6	
VN_Title25	3524	Danh hiệu Cam 5	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	7776000					1			6	
VN_Title26	3525	Danh hiệu Cam 6	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	7776000					1			6	
VN_Title27	3526	Danh hiệu Cam 7	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	7776000					1			6	
VN_Title28	3527	Danh hiệu Cam 8	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	7776000					1			6	
VN_Title29	3528	Danh hiệu Cam 9	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	7776000					1			6	
VN_Title30	3529	Danh hiệu Cam 10	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	7776000					1			6	
VN_Title31	3530	Danh Ca Đệ Nhất	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	5184000					1			4	
VN_Title32	3531	Danh Ca Sáng Tạo	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	5184000					1			4	
VN_Title33	3532	Danh Ca Hài Hước	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	5184000					1			4	
VN_Title34	3533	★★★Ngạo Khí Quần Hùng★★★	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	7776000					1			5	
VN_Title35	3534	★★★Kinh Thiên Động Địa★★★	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	7776000					1			5	
VN_Title36	3535	★★★Xuất Quỷ Nhập Thần★★★	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	7776000					1			6	
VN_Title37	3536	★★★Cái Thế Độc Tôn★★★	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	7776000					1			5	
VN_Title38	3537	Danh Gia Vọng Tộc	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	15552000					1			5	
VN_Title39	3538	Đệ Nhất Nam Nhân	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	15552000					1			6	
VN_Title40	3539	Đệ Nhất Mỹ Nữ	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	15552000					1			6	
VN_Title41	3540	★★★Khuynh Quốc Khuynh Thành★★★	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	2592000					1			4	
VN_Title42	3541	★★★Chim Sa Cá Lặn★★★	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	2592000					1			4	
VN_Title43	3542	★★★Hoa Nhường Nguyệt Thẹn★★★	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	2592000					1			4	
VN_Title44	3543	Danh Hiệu Tím 4	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	2592000					1			4	
VN_Title45	3544	Danh Hiệu Tím 5	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	2592000					1			4	
VN_Title46	3545	Danh Hiệu Hồng 1	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	7776000					1			5	
VN_Title47	3546	Danh Hiệu Hồng 2	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	7776000					1			5	
VN_Title48	3547	Danh Hiệu Hồng 3	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	7776000					1			5	
VN_Title49	3548	Danh Hiệu Hồng 4	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	7776000					1			5	
VN_Title50	3549	Danh Hiệu Hồng 5	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	7776000					1			5	
VN_Title51	3550	Danh Hiệu Cam 1	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	15552000					1			6	
VN_Title52	3551	Danh Hiệu Cam 2	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	15552000					1			6	
VN_Title53	3552	Danh Hiệu Cam 3	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	15552000					1			6	
VN_Title54	3553	Danh Hiệu Cam 4	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	15552000					1			6	
VN_Title55	3554	Danh Hiệu Cam 5	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	15552000					1			6	
VN_Title56	3555	Thiên Hạ Vô Song	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	31536000				9272	1		Danh hiệu Đua Top Mừng Sinh Nhật 2018	6	
VN_Title57	3556	Võ Lâm Thượng Đỉnh	Title_Normal;Title_Gold	Danh hiệu Vàng	200	216	217	218	31536000				9273	1		Danh hiệu tham gia Dạ Tiệc Thượng Đỉnh 2018	7	
VN_Title58	3557	Việt Nam Chiến Thắng	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	1296000				9940	1		Cổ vũ đội tuyển Việt Nam thắng lợi	6	
VN_Title59	3558	Việt Nam Vô Địch	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	1296000				9941	1		Cổ vũ đội tuyển Việt Nam thắng lợi	6	
VN_Title60	3559	Hồn Thiêng Đất Việt	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	2592000				9939	1		Nhận được từ Rương Hồn Thiêng Đất Việt-Hào Hoa	6	
KinOpenSrvActivity1	4000	Bang Chủ Đệ Nhất Bang Hội	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	2592000					1		Bang hội hạng 1 vinh dự hoạt động Bách Đại Bang Hội	6	
KinOpenSrvActivity2	4001	Bang Phó Đệ Nhất Bang Hội	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	2592000					1		Bang hội hạng 1 vinh dự hoạt động Bách Đại Bang Hội	6	
KinOpenSrvActivity3	4002	Trưởng Lão Đệ Nhất Bang Hội	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	2592000					1		Bang hội hạng 1 vinh dự hoạt động Bách Đại Bang Hội	6	
KinOpenSrvActivity4	4003	Tinh Anh Đệ Nhất Bang Hội	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	2592000					1		Bang hội hạng 1 vinh dự hoạt động Bách Đại Bang Hội	6	
KinOpenSrvActivity5	4004	Thành Viên Đệ Nhất Bang Hội	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	2592000					1		Bang hội hạng 1 vinh dự hoạt động Bách Đại Bang Hội	6	
KinOpenSrvActivity6	4005	Bang Chủ Thập Đại Bang Hội	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	2592000					1		Bang hội Top 10 vinh dự hoạt động Bách Đại Bang Hội	5	
KinOpenSrvActivity7	4006	Bang Phó Thập Đại Bang Hội	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	2592000					1		Bang hội Top 10 vinh dự hoạt động Bách Đại Bang Hội	5	
KinOpenSrvActivity8	4007	Trưởng Lão Thập Đại Bang Hội	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	2592000					1		Bang hội Top 10 vinh dự hoạt động Bách Đại Bang Hội	5	
KinOpenSrvActivity9	4008	Tinh Anh Thập Đại Bang Hội	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	2592000					1		Bang hội Top 10 vinh dự hoạt động Bách Đại Bang Hội	5	
KinOpenSrvActivity10	4009	Thành Viên Thập Đại Bang Hội	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	2592000					1		Bang hội Top 10 vinh dự hoạt động Bách Đại Bang Hội	5	
KinOpenSrvActivity11	4010	Bang Chủ Trác Việt Bang Hội	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	2592000					1		Bang hội hạng 11-20 hoạt động Bách Đại Bang Hội	4	
KinOpenSrvActivity12	4011	Bang Phó Trác Việt Bang Hội	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	2592000					1		Bang hội hạng 11-20 hoạt động Bách Đại Bang Hội	4	
KinOpenSrvActivity13	4012	Trưởng Lão Trác Việt Bang Hội	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	2592000					1		Bang hội hạng 11-20 hoạt động Bách Đại Bang Hội	4	
KinOpenSrvActivity14	4013	Tinh Anh Trác Việt Bang Hội	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	2592000					1		Bang hội hạng 11-20 hoạt động Bách Đại Bang Hội	4	
KinOpenSrvActivity15	4014	Thành Viên Trác Việt Bang Hội	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	2592000					1		Bang hội hạng 11-20 hoạt động Bách Đại Bang Hội	4	
KinOpenSrvActivity16	4015	Thủ Lĩnh Đệ Nhất Bang Hội	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	2592000					1		Bang hội hạng 1 vinh dự hoạt động Bách Đại Bang Hội	6	
KinOpenSrvActivity17	4016	Thập Đại Bang Hội Thủ Lĩnh	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	2592000					1		Bang hội Top 10 vinh dự hoạt động Bách Đại Bang Hội	5	
KinOpenSrvActivity18	4017	Trác Việt Bang Hội Thủ Lĩnh	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	2592000					1		Bang hội hạng 11-20 hoạt động Bách Đại Bang Hội	4	
KinOpenSrvActivity19	4018	Bảo Bối Đệ Nhất Bang Hội	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	2592000					1		Bang hội hạng 1 vinh dự hoạt động Bách Đại Bang Hội	6	
KinOpenSrvActivity20	4019	Bảo Bối Thập Đại Bang Hội	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	2592000					1		Bang hội Top 10 vinh dự hoạt động Bách Đại Bang Hội	5	
KinOpenSrvActivity21	4020	Bảo Bối Bang Hội Trác Việt	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	2592000					1		Bang hội hạng 11-20 hoạt động Bách Đại Bang Hội	4	
KinOpenSrvActivity22	4042	Chỉ Huy Đệ Nhất Bang Hội	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	2592000					1		Bang hội hạng 1 vinh dự hoạt động Bách Đại Bang Hội	6	
KinOpenSrvActivity23	4043	Chỉ Huy Thập Đại Bang Hội	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	2592000					1		Bang hội Top 10 vinh dự hoạt động Bách Đại Bang Hội	5	
KinOpenSrvActivity24	4044	Chỉ Huy Trác Việt Bang Hội	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	2592000					1		Bang hội hạng 11-20 hoạt động Bách Đại Bang Hội	4	
KinActivityRankAct1	4021	Thủ Lĩnh Hưng Thịnh	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	7776000					1		Bang đạt hạng 1 trong hoạt động Hạng Năng Động Bang	6	
KinActivityRankAct2	4022	Bang Chủ Hưng Thịnh	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	7776000					1		Bang đạt hạng 1 trong hoạt động Hạng Năng Động Bang	6	
KinActivityRankAct3	4023	Bang Phó Hưng Thịnh	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	7776000					1		Bang đạt hạng 1 trong hoạt động Hạng Năng Động Bang	6	
KinActivityRankAct4	4024	Trưởng Lão Hưng Thịnh	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	7776000					1		Bang đạt hạng 1 trong hoạt động Hạng Năng Động Bang	6	
KinActivityRankAct5	4025	Bảo Bối Hưng Thịnh	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	7776000					1		Bang đạt hạng 1 trong hoạt động Hạng Năng Động Bang	6	
KinActivityRankAct6	4026	Tinh Anh Hưng Thịnh	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	7776000					1		Bang đạt hạng 1 trong hoạt động Hạng Năng Động Bang	6	
KinActivityRankAct7	4027	Thành Viên Hưng Thịnh	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	7776000					1		Bang đạt hạng 1 trong hoạt động Hạng Năng Động Bang	6	
KinActivityRankAct8	4028	Thủ Lĩnh Hưng Vượng	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	7776000					1		Bang đạt hạng 2 trong hoạt động Hạng Năng Động Bang	5	
KinActivityRankAct9	4029	Bang Chủ Hưng Vượng	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	7776000					1		Bang đạt hạng 2 trong hoạt động Hạng Năng Động Bang	5	
KinActivityRankAct10	4030	Bang Phó Hưng Vượng	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	7776000					1		Bang đạt hạng 2 trong hoạt động Hạng Năng Động Bang	5	
KinActivityRankAct11	4031	Trưởng Lão Hưng Vượng	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	7776000					1		Bang đạt hạng 2 trong hoạt động Hạng Năng Động Bang	5	
KinActivityRankAct12	4032	Bảo Bối Hưng Vượng	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	7776000					1		Bang đạt hạng 2 trong hoạt động Hạng Năng Động Bang	5	
KinActivityRankAct13	4033	Tinh Anh Hưng Vượng	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	7776000					1		Bang đạt hạng 2 trong hoạt động Hạng Năng Động Bang	5	
KinActivityRankAct14	4034	Thành Viên Hưng Vượng	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	7776000					1		Bang đạt hạng 2 trong hoạt động Hạng Năng Động Bang	5	
KinActivityRankAct15	4035	Năng Động Thủ Lĩnh	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	7776000					1		Bang đạt hạng 3 trong hoạt động Hạng Năng Động Bang	4	
KinActivityRankAct16	4036	Năng Động Bang Chủ	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	7776000					1		Bang đạt hạng 3 trong hoạt động Hạng Năng Động Bang	4	
KinActivityRankAct17	4037	Năng Động Bang Phó	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	7776000					1		Bang đạt hạng 3 trong hoạt động Hạng Năng Động Bang	4	
KinActivityRankAct18	4038	Năng Động Trưởng Lão	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	7776000					1		Bang đạt hạng 3 trong hoạt động Hạng Năng Động Bang	4	
KinActivityRankAct19	4039	Năng Động Bảo Bối	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	7776000					1		Bang đạt hạng 3 trong hoạt động Hạng Năng Động Bang	4	
KinActivityRankAct20	4040	Năng Động Tinh Anh	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	7776000					1		Bang đạt hạng 3 trong hoạt động Hạng Năng Động Bang	4	
KinActivityRankAct21	4041	Năng Động Thành Viên	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	7776000					1		Bang đạt hạng 3 trong hoạt động Hạng Năng Động Bang	4	
FoolsDayAct1	4042	Thông Minh Tuyệt Đỉnh	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	7776000					1		Đáp đúng tất cả câu hỏi trong ngày của hoạt động 1/4 nhận danh hiệu này	5	
FoolsDayAct2	4043	Thông Tuệ Như Thỉ	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	86400					1		Đáp sai nhiều nhất Bang Hội trong ngày của hoạt động 1/4 nhận danh hiệu này	4	
XM_Title1	4500	Anh Hùng Tửu Hội	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224	2592000					1				
XM_Title2	4501	Hiệp Nghĩa Tâm	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	604800					1			4	
XM_Title3	4502	Thiên Lại Âm	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	5184000					1			6	
XM_Title4	4503	Linh Hồn Đạo Sư	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	5184000					1			4	
XM_Title5	4504	Tuyết Lợi Binh Tàn	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	2592000					1			5	
XM_Title6	4505	Đau Khổ	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	2592000					1			5	
XM_Title7	4506	Lang Quân	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	2592000					1			5	
XM_Title8	4507	Huyền Thoại	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	2592000					1			5	
XM_Title9	4508	Lẫm-Thủ Hộ Thần	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	2592000					1			5	
XM_Admin_Title10	4509	GM Đại Hiệp	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224						1				
XM_Title11	4510	Thiên Trúc Tân Tú	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	5184000					1			4	
XM_Title12	4511	Bảo Bối Nổi Tiếng	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	5184000					1			5	
XM_Title13	4512	Thiên Lại Nhân Chứng	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224	5184000					1				
XM_Title14	4513	Đệ Nhất Thủ Lĩnh	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	2592000					1			6	
XM_Title15	4514	Đệ Nhất Bang Hội	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224	2592000					1				
XM_Title16	4515	Đỉnh Phong Chí Tôn	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215		UI/Atlas/BeautyTitle/BeautyTitle.prefab  	BeautyTitle1_			1			6	
XM_Title17	4516	Tương Dương Thủ Úy	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Vinh dự hẹn Võ Lâm Truyền Kỳ mới	5	
XM_Title18	4517	Lâm An Tân Quý	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Vinh dự hẹn Võ Lâm Truyền Kỳ mới	5	
XM_Title19	4518	Vua Dự Đoán World Cup	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Nhận từ hoạt động World Cup	5	
XM_Title20	4519	Hâm Mộ Tốt Nhất	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209						1		Nhận từ hoạt động World Cup	4	
XM_Title21	4520	Mạnh Nhất Kiếm Hiệp	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224	2592000					1		Nhận từ hoạt động offline		
XM_Title22	4521	Tân Mã Đỉnh	Title_Normal;Title_Gold	Danh hiệu Vàng	200	216	217	218						1		Hạng 1 Lực Chiến Máy Chủ Mới	7	
XM_Title23	4522	Uy Chấn Tân Mã	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215						1		Top 10 Lực Chiến Máy Chủ Mới	6	
NewYearQA_1	4600	Thân Mật		Danh hiệu Lục	200	201	202	203						1		Nhận trong hoạt động thử thách từ hộp quà năm mới, đã chứng minh tình bạn giữa hai đại hiệp	2	
NewYearQA_2	4601	Huynh Đệ		Danh hiệu Lục	200	201	202	203						1		Nhận trong hoạt động thử thách từ hộp quà năm mới, đã chứng minh tình bạn giữa hai đại hiệp	2	
ZhounianqingQA_1	4602	Thân Mật		Danh hiệu Lục	200	201	202	203						1		Nhận từ Hộp Sinh Nhật, chứng minh tình bạn giữa các bạn	2	
ZhounianqingQA_2	4603	Huynh Đệ		Danh hiệu Lục	200	201	202	203						1		Nhận từ Hộp Sinh Nhật, chứng minh tình bạn giữa các bạn	2	
CeremonyQA_1	4604	Thân Mật		Danh hiệu Lục	200	201	202	203						1		Nhận từ hoạt động Khảo Nghiệm Hộp Quà Thịnh Điển, minh chứng cho tình hữu nghị giữa hai người	2	
CeremonyQA_2	4605	Huynh Đệ		Danh hiệu Lục	200	201	202	203						1		Nhận từ hoạt động Khảo Nghiệm Hộp Quà Thịnh Điển, minh chứng cho tình hữu nghị giữa hai người	2	
daiyanren1	5000	Võ Đang Kiệt Xuất		Danh hiệu Hồng	200	210	211	212						1		Hoạt động Đại Diện	5	
daiyanren2	5001	Nga Mi Kiệt Xuất		Danh hiệu Hồng	200	210	211	212						1		Hoạt động Đại Diện	5	
daiyanren3	5002	Tịch Mạc Song Sát		Danh hiệu Tím	200	207	208	209						1		Hoạt động Đại Diện	4	
daiyanren4	5003	Tịch Mạc Song Sát		Danh hiệu Tím	200	207	208	209						1		Hoạt động Đại Diện	4	
LevelOpenSrvActivity1	5004	Nhất Kỵ Tuyệt Trần	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	2592000					1		Trong hoạt động Đua Top Đẳng Cấp đại hiệp xếp hạng [FFFE0D]Top 10[-], nhận được danh hiệu này	6	
LevelOpenSrvActivity2	5005	Nhiếp Cảnh Truy Phong	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	2592000					1		Chúc mừng đại hiệp trong hoạt động tăng cấp đã đạt hạng [FFFE0D]11-100[-], nhận được danh hiệu này.	5	
PowerOpenSrvActivity1	5006	Đệ Nhất Thiên Vương	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	2592000					1		Trong hoạt động đua Top lực chiến đại hiệp đạt hạng [FFFE0D]1[-], nhận được danh hiệu này, hạn dùng [FFFE0D]30 ngày[-]	6	
PowerOpenSrvActivity2	5007	Đệ Nhất Nga Mi	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	2592000					1		Trong hoạt động đua Top lực chiến đại hiệp đạt hạng [FFFE0D]1[-], nhận được danh hiệu này, hạn dùng [FFFE0D]30 ngày[-]	6	
PowerOpenSrvActivity3	5008	Đệ Nhất Đào Hoa	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	2592000					1		Trong hoạt động đua Top lực chiến đại hiệp đạt hạng [FFFE0D]1[-], nhận được danh hiệu này, hạn dùng [FFFE0D]30 ngày[-]	6	
PowerOpenSrvActivity4	5009	Đệ Nhất Tiêu Dao	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	2592000					1		Trong hoạt động đua Top lực chiến đại hiệp đạt hạng [FFFE0D]1[-], nhận được danh hiệu này, hạn dùng [FFFE0D]30 ngày[-]	6	
PowerOpenSrvActivity5	5010	Đệ Nhất Võ Đang	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	2592000					1		Trong hoạt động đua Top lực chiến đại hiệp đạt hạng [FFFE0D]1[-], nhận được danh hiệu này, hạn dùng [FFFE0D]30 ngày[-]	6	
PowerOpenSrvActivity6	5011	Đệ Nhất Thiên Nhẫn	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	2592000					1		Trong hoạt động đua Top lực chiến đại hiệp đạt hạng [FFFE0D]1[-], nhận được danh hiệu này, hạn dùng [FFFE0D]30 ngày[-]	6	
PowerOpenSrvActivity7	5012	Thiếu Lâm Đệ Nhất	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	2592000					1		Trong hoạt động đua Top lực chiến đại hiệp đạt hạng [FFFE0D]1[-], nhận được danh hiệu này, hạn dùng [FFFE0D]30 ngày[-]	6	
PowerOpenSrvActivity8	5013	Đệ Nhất Thúy Yên	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	2592000					1		Trong hoạt động đua Top lực chiến đại hiệp đạt hạng [FFFE0D]1[-], nhận được danh hiệu này, hạn dùng [FFFE0D]30 ngày[-]	6	
PowerOpenSrvActivity9	5014	Đệ Nhất Đường Môn	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	2592000					1		Trong hoạt động đua Top lực chiến đại hiệp đạt hạng [FFFE0D]1[-], nhận được danh hiệu này, hạn dùng [FFFE0D]30 ngày[-]	6	
