ChangeId	Desc	Part	CharmExtern	ColorItem1	ConsumeItem1	ConsumeCount1	ColorItem2	ConsumeItem2	ConsumeCount2	ColorItem3	ConsumeItem3	ConsumeCount3	ColorItem4	ConsumeItem4	ConsumeCount4	ColorItem5	ConsumeItem5	ConsumeCount5	ColorItem6	ConsumeItem6	ConsumeCount6	ColorItem7	ConsumeItem7	ConsumeCount7	ColorItem8	ConsumeItem8	ConsumeCount8	NameFacionMale1	NameFacionFemale1	NameFacionFemale2	NameFacionFemale3	NameFacionMale4	NameFacionFemale4	NameFacionMale5	NameFacionFemale5	NameFacionFemale6	NameFacionMale7	NameFacionFemale8	NameFacionMale9	NameFacionMale10	NameFacionFemale10	NameFacionMale11	NameFacionFemale12	NameFacionMale13	NameFacionFemale14	NameFacionMale15	NameFacionFemale15	NameFacionMale16	NameFacionFemale16	NameFacionMale17	NameFacionFemale17	NameFacionMale18	NameFacionFemale18	NameFacionMale19	NameFacionFemale19			
104	Ngoại Trang T3 (Áo Năm Mới)-Giới Hạn	0	2	4484	2569	1																						Ngoại Trang: Bát Phương Vân Động	Ngoại Trang: Mặc Chỉ U Lan	Ngoại Trang: Ngạo Hàn Tố Tuyết	Ngoại Trang: Mặc Chỉ U Lan	Ngoại Trang: Bạch Ngọc Lang Hoàn	Ngoại Trang: Ngạo Hàn Tố Tuyết	Ngoại Trang: Bạch Ngọc Lang Hoàn	Ngoại Trang: Ngạo Hàn Tố Tuyết	Ngoại Trang: Ngạo Hàn Tố Tuyết	Ngoại Trang: Bát Phương Vân Động	Ngoại Trang: Ngạo Hàn Tố Tuyết	Ngoại Trang: Bạch Ngọc Lang Hoàn	Ngoại Trang: Bát Phương Vân Động	Ngoại Trang: Ngạo Hàn Tố Tuyết	Ngoại Trang: Bát Phương Vân Động	Ngoại Trang: Mặc Chỉ U Lan	Ngoại Trang: Bạch Ngọc Lang Hoàn	Ngoại Trang: Ngạo Hàn Tố Tuyết	Ngoại Trang: Bạch Ngọc Lang Hoàn	Ngoại Trang: Ngạo Hàn Tố Tuyết	Ngoại Trang: Bát Phương Vân Động	Ngoại Trang: Mặc Chỉ U Lan	Ngoại Trang: Bạch Ngọc Lang Hoàn	Ngoại Trang: Ngạo Hàn Tố Tuyết	Ngoại Trang: Bạch Ngọc Lang Hoàn	Ngoại Trang: Ngạo Hàn Tố Tuyết	Ngoại Trang: Bạch Ngọc Lang Hoàn	Ngoại Trang: Mặc Chỉ U Lan			
105	Ngoại Trang T4 (Bát Gia Tướng)-Giới Hạn	0	7	4487	2569	1																						Ngoại Trang: Huyền Giáp Thiết Kỵ	Ngoại Trang: Già Lam Thính Vũ	Ngoại Trang: Vũ Lạc Trần Thương	Ngoại Trang: Già Lam Thính Vũ	Ngoại Trang: Mặc Ngữ Vô Trần	Ngoại Trang: Vũ Lạc Trần Thương	Ngoại Trang: Mặc Ngữ Vô Trần	Ngoại Trang: Vũ Lạc Trần Thương	Ngoại Trang: Vũ Lạc Trần Thương	Ngoại Trang: Huyền Giáp Thiết Kỵ	Ngoại Trang: Vũ Lạc Trần Thương	Ngoại Trang: Mặc Ngữ Vô Trần	Ngoại Trang: Huyền Giáp Thiết Kỵ	Ngoại Trang: Vũ Lạc Trần Thương	Ngoại Trang: Huyền Giáp Thiết Kỵ	Ngoại Trang: Già Lam Thính Vũ	Ngoại Trang: Mặc Ngữ Vô Trần	Ngoại Trang: Vũ Lạc Trần Thương	Ngoại Trang: Mặc Ngữ Vô Trần	Ngoại Trang: Vũ Lạc Trần Thương	Ngoại Trang: Huyền Giáp Thiết Kỵ	Ngoại Trang: Già Lam Thính Vũ	Ngoại Trang: Mặc Ngữ Vô Trần	Ngoại Trang: Vũ Lạc Trần Thương	Ngoại Trang: Mặc Ngữ Vô Trần	Ngoại Trang: Vũ Lạc Trần Thương	Ngoại Trang: Mặc Ngữ Vô Trần	Ngoại Trang: Già Lam Thính Vũ			
106	Ngoại Trang T5 (Hắc Bang)-Giới Hạn	0	7	4490	2569	1																						Ngoại Trang: Cuồng Khách	Ngoại Trang: Mị Linh	Ngoại Trang: Quyến Giả	Ngoại Trang: Mị Linh	Ngoại Trang: Tà Hiệp	Ngoại Trang: Quyến Giả	Ngoại Trang: Tà Hiệp	Ngoại Trang: Quyến Giả	Ngoại Trang: Quyến Giả	Ngoại Trang: Cuồng Khách	Ngoại Trang: Quyến Giả	Ngoại Trang: Tà Hiệp	Ngoại Trang: Cuồng Khách	Ngoại Trang: Quyến Giả	Ngoại Trang: Cuồng Khách	Ngoại Trang: Mị Linh	Ngoại Trang: Tà Hiệp	Ngoại Trang: Quyến Giả	Ngoại Trang: Tà Hiệp	Ngoại Trang: Quyến Giả	Ngoại Trang: Cuồng Khách	Ngoại Trang: Mị Linh	Ngoại Trang: Tà Hiệp	Ngoại Trang: Quyến Giả	Ngoại Trang: Tà Hiệp	Ngoại Trang: Quyến Giả	Ngoại Trang: Tà Hiệp	Ngoại Trang: Mị Linh			
1001	Ngoại Trang T6 (Tự Nhiên)-Giai Kỳ	0	57	4243	2569	1																						Ngoại Trang : Giai Kỳ-Hồng Ảnh	Ngoại Trang : Giai Kỳ-Quỳnh Hoa	Ngoại Trang: Giai Kỳ-Hoa Luyến	Ngoại Trang : Giai Kỳ-Quỳnh Hoa	Ngoại Trang: Giai Kỳ-Mặc Ngữ	Ngoại Trang: Giai Kỳ-Hoa Luyến	Ngoại Trang: Giai Kỳ-Mặc Ngữ	Ngoại Trang: Giai Kỳ-Hoa Luyến	Ngoại Trang: Giai Kỳ-Hoa Luyến	Ngoại Trang : Giai Kỳ-Hồng Ảnh	Ngoại Trang: Giai Kỳ-Hoa Luyến	Ngoại Trang: Giai Kỳ-Mặc Ngữ	Ngoại Trang : Giai Kỳ-Hồng Ảnh	Ngoại Trang: Giai Kỳ-Hoa Luyến	Ngoại Trang : Giai Kỳ-Hồng Ảnh	Ngoại Trang : Giai Kỳ-Quỳnh Hoa	Ngoại Trang: Giai Kỳ-Mặc Ngữ	Ngoại Trang: Giai Kỳ-Hoa Luyến	Ngoại Trang: Giai Kỳ-Mặc Ngữ	Ngoại Trang: Giai Kỳ-Hoa Luyến	Ngoại Trang : Giai Kỳ-Hồng Ảnh	Ngoại Trang : Giai Kỳ-Quỳnh Hoa	Ngoại Trang: Giai Kỳ-Mặc Ngữ	Ngoại Trang: Giai Kỳ-Hoa Luyến	Ngoại Trang: Giai Kỳ-Mặc Ngữ	Ngoại Trang: Giai Kỳ-Hoa Luyến	Ngoại Trang: Giai Kỳ-Mặc Ngữ	Ngoại Trang : Giai Kỳ-Quỳnh Hoa			
1051	Ngoại Trang T6 (Tự Nhiên)	0	47	3874	2569	1	3875	2569	10	3876	2569	10	3877	2569	10													Ngoại Trang: Thanh Trúc Mịch Ảnh	Ngoại Trang: Lạc Hoa Ánh Tuyết	Ngoại Trang: Lạc Hoa Ánh Tuyết	Ngoại Trang: Lạc Hoa Ánh Tuyết	Ngoại Trang: Thanh Trúc Mịch Ảnh	Ngoại Trang: Lạc Hoa Ánh Tuyết	Ngoại Trang: Thanh Trúc Mịch Ảnh	Ngoại Trang: Lạc Hoa Ánh Tuyết	Ngoại Trang: Lạc Hoa Ánh Tuyết	Ngoại Trang: Thanh Trúc Mịch Ảnh	Ngoại Trang: Lạc Hoa Ánh Tuyết	Ngoại Trang: Thanh Trúc Mịch Ảnh	Ngoại Trang: Thanh Trúc Mịch Ảnh	Ngoại Trang: Lạc Hoa Ánh Tuyết	Ngoại Trang: Thanh Trúc Mịch Ảnh	Ngoại Trang: Lạc Hoa Ánh Tuyết	Ngoại Trang: Thanh Trúc Mịch Ảnh	Ngoại Trang: Lạc Hoa Ánh Tuyết	Ngoại Trang: Thanh Trúc Mịch Ảnh	Ngoại Trang: Lạc Hoa Ánh Tuyết	Ngoại Trang: Thanh Trúc Mịch Ảnh	Ngoại Trang: Lạc Hoa Ánh Tuyết	Ngoại Trang: Thanh Trúc Mịch Ảnh	Ngoại Trang: Lạc Hoa Ánh Tuyết	Ngoại Trang: Thanh Trúc Mịch Ảnh	Ngoại Trang: Lạc Hoa Ánh Tuyết	Ngoại Trang: Thanh Trúc Mịch Ảnh	Ngoại Trang: Lạc Hoa Ánh Tuyết			
1071	Ngoại Trang T6 (Tự Nhiên)-Giới Hạn	0	37	4772	2569	1																						Ngoại Trang: Thanh Trúc Mịch Ảnh	Ngoại Trang: Lạc Hoa Ánh Tuyết	Ngoại Trang: Lạc Hoa Ánh Tuyết	Ngoại Trang: Lạc Hoa Ánh Tuyết	Ngoại Trang: Thanh Trúc Mịch Ảnh	Ngoại Trang: Lạc Hoa Ánh Tuyết	Ngoại Trang: Thanh Trúc Mịch Ảnh	Ngoại Trang: Lạc Hoa Ánh Tuyết	Ngoại Trang: Lạc Hoa Ánh Tuyết	Ngoại Trang: Thanh Trúc Mịch Ảnh	Ngoại Trang: Lạc Hoa Ánh Tuyết	Ngoại Trang: Thanh Trúc Mịch Ảnh	Ngoại Trang: Thanh Trúc Mịch Ảnh	Ngoại Trang: Lạc Hoa Ánh Tuyết	Ngoại Trang: Thanh Trúc Mịch Ảnh	Ngoại Trang: Lạc Hoa Ánh Tuyết	Ngoại Trang: Thanh Trúc Mịch Ảnh	Ngoại Trang: Lạc Hoa Ánh Tuyết	Ngoại Trang: Thanh Trúc Mịch Ảnh	Ngoại Trang: Lạc Hoa Ánh Tuyết	Ngoại Trang: Thanh Trúc Mịch Ảnh	Ngoại Trang: Lạc Hoa Ánh Tuyết	Ngoại Trang: Thanh Trúc Mịch Ảnh	Ngoại Trang: Lạc Hoa Ánh Tuyết	Ngoại Trang: Thanh Trúc Mịch Ảnh	Ngoại Trang: Lạc Hoa Ánh Tuyết	Ngoại Trang: Thanh Trúc Mịch Ảnh	Ngoại Trang: Lạc Hoa Ánh Tuyết			
1091	Ngoại Trang T7 (Phù Quang)	0	57	3878	2569	1	3879	2569	10	3880	2569	10	3881	2569	10	6831	2569	10										Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp			
1092	Ngoại Trang T7 (Phù Quang)-Giới Hạn	0	57	11021	2569	1																						Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp			
1301	Ngoại Trang T7 (Phù Quang)-Giới Hạn	0	27	6741	2569	1																						Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp			
1302	Ngoại Trang T9 (Ti Lộ Lưu Sa)-Giới Hạn	0	27	7123	2569	1																						Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa			
1303	Ngoại Trang Năm Mới T11 (Giới Hạn)	0	27	8284	2569	1																						Ngoại Trang: Kim Ngọc Mãn Đường	Ngoại Trang: Kim Ngọc Mãn Đường	Ngoại Trang: Kim Ngọc Mãn Đường	Ngoại Trang: Kim Ngọc Mãn Đường	Ngoại Trang: Kim Ngọc Mãn Đường	Ngoại Trang: Kim Ngọc Mãn Đường	Ngoại Trang: Kim Ngọc Mãn Đường	Ngoại Trang: Kim Ngọc Mãn Đường	Ngoại Trang: Kim Ngọc Mãn Đường	Ngoại Trang: Kim Ngọc Mãn Đường	Ngoại Trang: Kim Ngọc Mãn Đường	Ngoại Trang: Kim Ngọc Mãn Đường	Ngoại Trang: Kim Ngọc Mãn Đường	Ngoại Trang: Kim Ngọc Mãn Đường	Ngoại Trang: Kim Ngọc Mãn Đường	Ngoại Trang: Kim Ngọc Mãn Đường	Ngoại Trang: Kim Ngọc Mãn Đường	Ngoại Trang: Kim Ngọc Mãn Đường	Ngoại Trang: Kim Ngọc Mãn Đường	Ngoại Trang: Kim Ngọc Mãn Đường	Ngoại Trang: Kim Ngọc Mãn Đường	Ngoại Trang: Kim Ngọc Mãn Đường	Ngoại Trang: Kim Ngọc Mãn Đường	Ngoại Trang: Kim Ngọc Mãn Đường	Ngoại Trang: Kim Ngọc Mãn Đường	Ngoại Trang: Kim Ngọc Mãn Đường	Ngoại Trang: Kim Ngọc Mãn Đường	Ngoại Trang: Kim Ngọc Mãn Đường			
1304	Ngoại Trang Hạ Liên T12 (Giới Hạn)	0	27	8285	2569	1																						Ngoại Trang: Phong Động-Thương Lan	Ngoại Trang: Huỳnh Vũ-Hoa Gian	Ngoại Trang: Huỳnh Vũ-Hoa Gian	Ngoại Trang: Huỳnh Vũ-Hoa Gian	Ngoại Trang: Phong Động-Thương Lan	Ngoại Trang: Huỳnh Vũ-Hoa Gian	Ngoại Trang: Phong Động-Thương Lan	Ngoại Trang: Huỳnh Vũ-Hoa Gian	Ngoại Trang: Huỳnh Vũ-Hoa Gian	Ngoại Trang: Phong Động-Thương Lan	Ngoại Trang: Huỳnh Vũ-Hoa Gian	Ngoại Trang: Phong Động-Thương Lan	Ngoại Trang: Phong Động-Thương Lan	Ngoại Trang: Huỳnh Vũ-Hoa Gian	Ngoại Trang: Phong Động-Thương Lan	Ngoại Trang: Huỳnh Vũ-Hoa Gian	Ngoại Trang: Phong Động-Thương Lan	Ngoại Trang: Huỳnh Vũ-Hoa Gian	Ngoại Trang: Phong Động-Thương Lan	Ngoại Trang: Huỳnh Vũ-Hoa Gian	Ngoại Trang: Phong Động-Thương Lan	Ngoại Trang: Huỳnh Vũ-Hoa Gian	Ngoại Trang: Phong Động-Thương Lan	Ngoại Trang: Huỳnh Vũ-Hoa Gian	Ngoại Trang: Phong Động-Thương Lan	Ngoại Trang: Huỳnh Vũ-Hoa Gian	Ngoại Trang: Phong Động-Thương Lan	Ngoại Trang: Huỳnh Vũ-Hoa Gian			
1305	Ngoại Trang Hạ Liên T12A (Giới Hạn)	0	27	8286	2569	1																						Ngoại Trang: Thương Lan	Ngoại Trang: Hoa Gian	Ngoại Trang: Hoa Gian	Ngoại Trang: Hoa Gian	Ngoại Trang: Thương Lan	Ngoại Trang: Hoa Gian	Ngoại Trang: Thương Lan	Ngoại Trang: Hoa Gian	Ngoại Trang: Hoa Gian	Ngoại Trang: Thương Lan	Ngoại Trang: Hoa Gian	Ngoại Trang: Thương Lan	Ngoại Trang: Thương Lan	Ngoại Trang: Hoa Gian	Ngoại Trang: Thương Lan	Ngoại Trang: Hoa Gian	Ngoại Trang: Thương Lan	Ngoại Trang: Hoa Gian	Ngoại Trang: Thương Lan	Ngoại Trang: Hoa Gian	Ngoại Trang: Thương Lan	Ngoại Trang: Hoa Gian	Ngoại Trang: Thương Lan	Ngoại Trang: Hoa Gian	Ngoại Trang: Thương Lan	Ngoại Trang: Hoa Gian	Ngoại Trang: Thương Lan	Ngoại Trang: Hoa Gian			
1307	Ngoại Trang T14 Mùa Thu 2018-Giới Hạn	0	27	9984	2569	1																						Ngoại Trang: Hoàng Cát Nghinh Xuân	Ngoại Trang: Hoàng Cát Nghinh Xuân	Ngoại Trang: Hoàng Cát Nghinh Xuân	Ngoại Trang: Hoàng Cát Nghinh Xuân	Ngoại Trang: Hoàng Cát Nghinh Xuân	Ngoại Trang: Hoàng Cát Nghinh Xuân	Ngoại Trang: Hoàng Cát Nghinh Xuân	Ngoại Trang: Hoàng Cát Nghinh Xuân	Ngoại Trang: Hoàng Cát Nghinh Xuân	Ngoại Trang: Hoàng Cát Nghinh Xuân	Ngoại Trang: Hoàng Cát Nghinh Xuân	Ngoại Trang: Hoàng Cát Nghinh Xuân	Ngoại Trang: Hoàng Cát Nghinh Xuân	Ngoại Trang: Hoàng Cát Nghinh Xuân	Ngoại Trang: Hoàng Cát Nghinh Xuân	Ngoại Trang: Hoàng Cát Nghinh Xuân	Ngoại Trang: Hoàng Cát Nghinh Xuân	Ngoại Trang: Hoàng Cát Nghinh Xuân	Ngoại Trang: Hoàng Cát Nghinh Xuân	Ngoại Trang: Hoàng Cát Nghinh Xuân	Ngoại Trang: Hoàng Cát Nghinh Xuân	Ngoại Trang: Hoàng Cát Nghinh Xuân	Ngoại Trang: Hoàng Cát Nghinh Xuân	Ngoại Trang: Hoàng Cát Nghinh Xuân	Ngoại Trang: Hoàng Cát Nghinh Xuân	Ngoại Trang: Hoàng Cát Nghinh Xuân	Ngoại Trang: Hoàng Cát Nghinh Xuân	Ngoại Trang: Hoàng Cát Nghinh Xuân			
1308	Ngoại Trang T15 Mùa Đông 2018-Giới Hạn	0	27	9985	2569	1																						Ngoại Trang: Tố Phương Mộc Tuyết	Ngoại Trang: Tố Phương Mộc Tuyết	Ngoại Trang: Tố Phương Mộc Tuyết	Ngoại Trang: Tố Phương Mộc Tuyết	Ngoại Trang: Tố Phương Mộc Tuyết	Ngoại Trang: Tố Phương Mộc Tuyết	Ngoại Trang: Tố Phương Mộc Tuyết	Ngoại Trang: Tố Phương Mộc Tuyết	Ngoại Trang: Tố Phương Mộc Tuyết	Ngoại Trang: Tố Phương Mộc Tuyết	Ngoại Trang: Tố Phương Mộc Tuyết	Ngoại Trang: Tố Phương Mộc Tuyết	Ngoại Trang: Tố Phương Mộc Tuyết	Ngoại Trang: Tố Phương Mộc Tuyết	Ngoại Trang: Tố Phương Mộc Tuyết	Ngoại Trang: Tố Phương Mộc Tuyết	Ngoại Trang: Tố Phương Mộc Tuyết	Ngoại Trang: Tố Phương Mộc Tuyết	Ngoại Trang: Tố Phương Mộc Tuyết	Ngoại Trang: Tố Phương Mộc Tuyết	Ngoại Trang: Tố Phương Mộc Tuyết	Ngoại Trang: Tố Phương Mộc Tuyết	Ngoại Trang: Tố Phương Mộc Tuyết	Ngoại Trang: Tố Phương Mộc Tuyết	Ngoại Trang: Tố Phương Mộc Tuyết	Ngoại Trang: Tố Phương Mộc Tuyết	Ngoại Trang: Tố Phương Mộc Tuyết	Ngoại Trang: Tố Phương Mộc Tuyết			
1309	Ngoại Trang T16 (Xuân Trang Yến Tử 2019)-Giới Hạn	0	27	10508	2569	1																						Ngoại Trang: Phiên Yến Lưu Vân	Ngoại Trang: Phiên Yến Lưu Vân	Ngoại Trang: Phiên Yến Lưu Vân	Ngoại Trang: Phiên Yến Lưu Vân	Ngoại Trang: Phiên Yến Lưu Vân	Ngoại Trang: Phiên Yến Lưu Vân	Ngoại Trang: Phiên Yến Lưu Vân	Ngoại Trang: Phiên Yến Lưu Vân	Ngoại Trang: Phiên Yến Lưu Vân	Ngoại Trang: Phiên Yến Lưu Vân	Ngoại Trang: Phiên Yến Lưu Vân	Ngoại Trang: Phiên Yến Lưu Vân	Ngoại Trang: Phiên Yến Lưu Vân	Ngoại Trang: Phiên Yến Lưu Vân	Ngoại Trang: Phiên Yến Lưu Vân	Ngoại Trang: Phiên Yến Lưu Vân	Ngoại Trang: Phiên Yến Lưu Vân	Ngoại Trang: Phiên Yến Lưu Vân	Ngoại Trang: Phiên Yến Lưu Vân	Ngoại Trang: Phiên Yến Lưu Vân	Ngoại Trang: Phiên Yến Lưu Vân	Ngoại Trang: Phiên Yến Lưu Vân	Ngoại Trang: Phiên Yến Lưu Vân	Ngoại Trang: Phiên Yến Lưu Vân	Ngoại Trang: Phiên Yến Lưu Vân	Ngoại Trang: Phiên Yến Lưu Vân	Ngoại Trang: Phiên Yến Lưu Vân	Ngoại Trang: Phiên Yến Lưu Vân			
1310	Ngoại Trang T17 (Phong Hạ 2019)-Giới Hạn	0	27	11363	2569	1																						Ngoại Trang: <Phong Hoa Tuyệt Đại>	Ngoại Trang: <Phong Hoa Tuyệt Đại>	Ngoại Trang: <Phong Hoa Tuyệt Đại>	Ngoại Trang: <Phong Hoa Tuyệt Đại>	Ngoại Trang: <Phong Hoa Tuyệt Đại>	Ngoại Trang: <Phong Hoa Tuyệt Đại>	Ngoại Trang: <Phong Hoa Tuyệt Đại>	Ngoại Trang: <Phong Hoa Tuyệt Đại>	Ngoại Trang: <Phong Hoa Tuyệt Đại>	Ngoại Trang: <Phong Hoa Tuyệt Đại>	Ngoại Trang: <Phong Hoa Tuyệt Đại>	Ngoại Trang: <Phong Hoa Tuyệt Đại>	Ngoại Trang: <Phong Hoa Tuyệt Đại>	Ngoại Trang: <Phong Hoa Tuyệt Đại>	Ngoại Trang: <Phong Hoa Tuyệt Đại>	Ngoại Trang: <Phong Hoa Tuyệt Đại>	Ngoại Trang: <Phong Hoa Tuyệt Đại>	Ngoại Trang: <Phong Hoa Tuyệt Đại>	Ngoại Trang: <Phong Hoa Tuyệt Đại>	Ngoại Trang: <Phong Hoa Tuyệt Đại>	Ngoại Trang: <Phong Hoa Tuyệt Đại>	Ngoại Trang: <Phong Hoa Tuyệt Đại>	Ngoại Trang: <Phong Hoa Tuyệt Đại>	Ngoại Trang: <Phong Hoa Tuyệt Đại>	Ngoại Trang: <Phong Hoa Tuyệt Đại>	Ngoại Trang: <Phong Hoa Tuyệt Đại>	Ngoại Trang: <Phong Hoa Tuyệt Đại>	Ngoại Trang: <Phong Hoa Tuyệt Đại>	Ngoại Trang: <Phong Hoa Tuyệt Đại>	Ngoại Trang: <Phong Hoa Tuyệt Đại>	Ngoại Trang: <Phong Hoa Tuyệt Đại>
1111	Hàn Phục	0	57	3882	2569	1	3883	2569	10	3884	2569	10	3885	2569	10													Ngoại Trang: Hàn Phục	Ngoại Trang: Hàn Phục	Ngoại Trang: Hàn Phục	Ngoại Trang: Hàn Phục	Ngoại Trang: Hàn Phục	Ngoại Trang: Hàn Phục	Ngoại Trang: Hàn Phục	Ngoại Trang: Hàn Phục	Ngoại Trang: Hàn Phục	Ngoại Trang: Hàn Phục	Ngoại Trang: Hàn Phục	Ngoại Trang: Hàn Phục	Ngoại Trang: Hàn Phục	Ngoại Trang: Hàn Phục	Ngoại Trang: Hàn Phục	Ngoại Trang: Hàn Phục	Ngoại Trang: Hàn Phục	Ngoại Trang: Hàn Phục	Ngoại Trang: Hàn Phục	Ngoại Trang: Hàn Phục	Ngoại Trang: Hàn Phục	Ngoại Trang: Hàn Phục	Ngoại Trang: Hàn Phục	Ngoại Trang: Hàn Phục	Ngoại Trang: Hàn Phục	Ngoại Trang: Hàn Phục	Ngoại Trang: Hàn Phục	Ngoại Trang: Hàn Phục			
