nDialogId	szDialogIndex	nLookNpcTemplateId	nNpcTemplateId	szNpcSay	szPlayerSay	szStoryBefore	szStoryAfter	nSoundId	szAction
5072	5072								
5073	5073								
5074	5074								
5080	5080								
5081	5081								
5082	5082								
5083	5083								
5084	5084								
5090	5090								
5091	5091								
5092	5092								
5093	5093								
5094	5094								
6000	6000	1666	1666	Đại hiệp, ngươi đã đến! Thật may quá!					
6000	6000				Đĩnh sư huynh vội vã tìm người giúp rốt cuộc là có chuyện gì?				
6000	6000		1666	(Đỏ mặt) Tháng trước ta cùng các phái【truy tìm】tàn dư của Ngũ Sắc Giáo thì gặp Tiểu Duyên sư tỷ. Biết được sư tỷ rất thích bánh Hựu Duyên, nên ta cố gắng nhờ đầu bếp nổi tiếng làm...					
6000	6000		1666	Không ngờ dọc đường bị Tịch Mạc Song Sát cướp, hai bên đều bị thương nhưng chúng đã chạy thoát. Hiện ta không còn sức, hy vọng ngươi có thể thay ta đoạt lại!					
6000	6000				Đĩnh sư huynh yên tâm, chuyện này cứ giao cho ta! Ta sẽ đi tìm hành tung của chúng.				
6001	6001		99	Sao ngươi lại tới đây nữa? Gặp chuyện rồi đúng không?					
6001	6001		719	Ngươi kể lại cho Bà Chủ biết...					
6001	6001		99	Thì ra là vậy! Vài hôm trước ta nghe nói bọn họ đang dưỡng thương ở Vong Tuyết Cốc, đây là bản đồ, muốn bắt bọn họ thì phải nhanh lên! 					
6001	6001				Đa tạ!				
6002	6002				Đã đoạt lại Bánh Hựu Duyên, về Tương Dương đưa Đĩnh sư huynh xem thử có đúng không!				
6003	6003				Đĩnh sư huynh, huynh xem có phải vật này không?				
6003	6003		1666	Đúng rồi! Xin đa tạ! Ta đi không nổi nữa rồi, phiền ngươi mang đến cho Tiểu Duyên sư tỷ!					
6003	6003				Yên tâm, cứ giao cho ta!				
6004	6004	1685	1685	(Mừng) Đây là Bánh Hựu Duyên! Món sở trường của đầu bếp Thỏ Xám, Thỏ Trắng đó, rất là quý, ngươi làm sao có được? Không được, thật sự rất quý, ta...	Tiểu Duyên sư tỷ! Đây là quà của tỷ!				
6004	6004				Tiểu Duyên sư tỷ, ta chỉ thay người đưa quà. Đây là tấm lòng của Đĩnh sư huynh, tỷ đừng từ chối.				
6004	6004		1685	(Đỏ mặt) Thì ra là hắn...Tên ngốc này, ngươi giúp ta nói với hắn, ta sẽ chờ hắn ở Ngọc Phong Cốc.					
6004	6004				(Đĩnh sư huynh bị trọng thương, nhưng cơ hội này không thể bỏ qua, cứ về nói với huynh ấy để huynh ấy tự quyết định!) Ta đi ngay!				
6005	6005				Đĩnh sư huynh, Bánh Hựu Duyên đã đưa đến nơi...				
6005	6005		719	Ngươi thuật lại lời của Tiểu Duyên tỷ tỷ...					
6005	6005		1666	Ha ha! Ha ha! Hay lắm! Ta đi đây! Tiểu Duyên sư tỷ! Hãy chờ ta!					
6005	6005				Đĩnh sư huynh, vết thương của huynh...				
6005	6005		1666	Có thể gặp Tiểu Duyên sư tỷ thì dù bị thương có nặng hơn cũng không sao! Ta đi đây! Cảm ơn ngươi $N!					
6009	6009				Chúc mừng Đĩnh sư huynh và Tiểu Duyên sư tỷ!				
6009	6009		1666	Đây là chút lòng thành, hãy nhận cho!					
6009	6009				Đây...				
6009	6009		1667	Ngươi nhận đi, nhờ có ngươi mà chúng ta mới biết tâm ý của nhau.					
6009	6009				Chúc hai vị bách niên giai lão!				
6009	6009		719	Sau đó, Đĩnh sư huynh và Tiểu Duyên cùng du ngoạn giang hồ, hành hiệp trượng nghĩa, khiến bao người ngưỡng mộ.					
9001	9001		1233	Nghe chuyện hôm trước Kiếm Tiên hiển linh chưa? Chúng ta có phải nên lập miếu cung phụng ngài ấy không?					
9001	9001		1945	Người gác thành là họ hàng xa của ta đã chứng kiến một chiêu của Kiếm Tiên đã khiến Thiên Ngoại Phi Tiên Kim Cẩu đều bay lên trời!					
9001	9001				(Không lẽ có Kiếm Tiên thật?)				
9002	9002		1204	Hôm đó nguy hiểm lắm, cứ tưởng sắp mất đầu, không ngờ khi quay lại nhìn thì ngược lại là đám Kim Cẩu mất đầu.					
9002	9002		1204	Võ công của kiếm khách đó cao cường lắm, tấn công liên tục trong đám Kim Binh, bản thân không hề thương tổn gì, quả là cao nhân!					
9002	9002				(Nhất định là thế ngoại cao nhân, làm gì có thần tiên chứ)				
9003	9003		1452	Đại sư có biết kiếm khách hôm trước thuộc môn phái nào không?					
9003	9003		1240	Chiêu thức của kiếm khách đó vô cùng linh hoạt, không giống Võ Đang, cũng không giống Côn Lôn, tiểu tăng nông cạn, không biết thí chủ ấy thuộc môn phái nào.					
9003	9003				(Kỳ lạ, nhân sĩ võ lâm không biết, rốt cuộc người đó là ai?)				
9004	9004				Tiền bối, người có nghe nói đến đại hiệp thần bí bảo vệ Lâm An hôm trước không?				
9004	9004		626	Có, cũng may có người đó giúp, nếu không hậu quả khôn lường.					
9004	9004				Vậy tiền bối biết người đó thuộc môn phái nào không?				
9004	9004		626	Người đó kiếm pháp linh hoạt, theo ta biết thì chỉ Hoa Sơn Phái nổi tiếng về mặt này, không lẽ người đó đến từ Hoa Sơn? Không, không thể là Đệ Tử Hoa Sơn.					
9004	9004				Tại sao không thể là Đệ Tử Hoa Sơn?				
9004	9004		626	Mấy chục năm trước Hoa Sơn Phái đã diệt vong, đến nay vẫn không ai biết năm xưa đã xảy ra chuyện gì, giang hồ mấy chục năm nay đã không còn nghe tên Hoa Sơn Phái.					
9004	9004		626	Nhưng kiếm pháp của kiếm khách đó cực giống kiếm pháp Hoa Sơn, không lẽ Hoa Sơn Phái chưa diệt vong?					
9004	9004				(Xem ra cần ra tay từ đại nạn đó) Nếu đạo trưởng cũng không biết thì vãn bối xin phép cáo lui.				
9005	9005		99	Ôi, ngọn gió nào thổi đại hiệp đến vậy! Nào, lên lầu uống vài ly nào!					
9005	9005				À thôi Bà Chủ, ta hôm nay đến là muốn hỏi thăm đại nạn năm xưa của Hoa Sơn Phái.				
9005	9005		99	Đại hiệp thật là, chỉ khi có việc cần nhờ mới nhớ đến ta, chuyện này ta giúp không được rồi.					
9005	9005				Thôi mà, ai cũng nói Bà Chủ là Giang Hồ Bách Hiểu Sinh, biệt danh Dò Thám, chuyện nhỏ này Bà Chủ nhất định biết.				
9005	9005		99	Vậy đi, gần đây có một đám Lưu Manh đang gây tổn hại danh tiếng của ta, giúp ta dạy cho bọn chúng một bài học trước đi.					
9005	9005				Ai lại to gan như vậy? Dám ăn hiếp Bà Chủ, tại hạ không cho phép! Chờ một chút, tại hạ đi rồi về ngay!				
9006	9006				(Sẵn tiện trừ hại cho dân cũng là chuyện công đức)				
9007	9007				Đám Lưu Manh đã không dám nói xấu Bà Chủ nữa đâu, Bà Chủ hài lòng rồi chứ!				
9007	9007		99	Hài lòng! Nhưng chuyện năm đó ta quả thật không biết, lúc đó ta còn chưa ra đời mà!					
9007	9007				Bà Chủ, nói đùa sao?				
9007	9007		99	Xem ngươi kìa! Tuy ta không biết nhưng ta vẫn có manh mối. Gần đây ngoài thành có mở Vong Ưu Tửu Quán, còn có một Người Bí Ẩn đến nữa, nghe nói có liên quan đến chuyện năm xưa.					
9007	9007				Vậy... Đa tạ! Tại hạ đi ngay đây!				
9008	9008				Kiến trúc ở đây tao nhã, xem ra chính là Vong Ưu Tửu Quán mà Bà Chủ nói rồi.				
9009	9009				(Chấp tay) Xin hỏi tiền bối có biết chuyện xưa của Hoa Sơn?				
9009	9009		3197	(Liếc) Biết thì biết, nhưng đang khô họng, không nói được.					
9009	9009				(Lại bệnh này) Tại hạ mua rượu ngon cho tiền bối nhé?				
9009	9009		3197	(Nhắm mắt, không trả lời)					
9010	9010		3198	Khách quan, dùng bữa hay nghỉ lại?					
9010	9010				Lấy hai bình rượu ngon cho vị đại hiệp bên đó!				
9010	9010		3198	Xin lỗi khách quan, ta không thể bán cho ngài.					
9010	9010				Mở Tửu Quán mà không bán rượu, tiêu khiển sao!				
9010	9010		3198	Khách quan khoan giận, vị đó là trưởng bối của ta, hôm nay ông ấy uống nhiều lắm rồi, không thể để ông ấy uống nữa.					
9010	9010				...Vậy thì thôi.				
9011	9011		3197	Mang rượu đến rồi? Cho ta thử nào!					
9011	9011				Tiền bối, xin lỗi, ông chủ nói không bán cho ngài...				
9011	9011		3197	Đồ ngốc, tại sao không nói là ngươi tự uống? Kiểu này làm sao hành tẩu giang hồ, đi đi, đừng làm phiền ta!					
9011	9011				Chuyện cũ của Hoa Sơn?				
9011	9011		3197	(Nhắm mắt, không trả lời)					
9012	9012				Tiền bối, nghe nói kiếm pháp Hoa Sơn bay bổng linh hoạt, là võ công phóng khoáng nhất trên thế gian.				
9012	9012		3197	(Hào hứng) Tất nhiên, võ công Hoa Sơn Phái bọn ta tất nhiên...					
9012	9012				Ồ, vãn bối biết rồi, tiền bối là người Hoa Sơn Phái!				
9012	9012		3197	Không, ta không phải, đừng nói bậy!					
9012	9012				(Mừng thầm, đã tìm đúng người) Được thôi. Vãn bối không hiểu tại sao kiếm chiêu Hoa Sơn Phái lại có thể phong lưu như vậy?				
9012	9012		3197	Hoa Sơn công pháp chú trọng khí khởi thế chỉ, ý tùy tâm động, kiếm chiêu sẽ tự nhiên theo như ý muốn.					
9012	9012				Nói như vậy, ắt hẳn Đệ Tử Hoa Sơn đều là người thẳng thắn!				
9012	9012		3197	(Buồn) Chính vì vậy mới không thoát được chữ tình!					
9012	9012				Không lẽ Hoa Sơn ẩn thế nhiều năm là vì một chuyện tình?				
9012	9012		3197	Đúng, tâm vướng tình, không thể giải bày, không thể xóa nhòa.					
9012	9012				Vậy xin hỏi tiền bối, chuyện năm xưa rốt cuộc như thế nào?				
9012	9012		3197	Ta không nhớ rõ, chỉ nhớ là có gió mát, có trăng thanh, có núi non, có rượu mạnh...					
9014	9014				Thật ngoài sức tưởng tượng, có thể kể chi tiết cho vãn bối nghe không?				
9014	9014		3197	Thôi, ta không muốn nhắc chuyện xưa nữa, nếu có duyên đại hiệp sẽ tự hiểu! (Nhắm mắt)					
9014	9014				Vậy vãn bối cũng không làm phiền nữa, nếu ngày sau có duyên gặp lại, nhất định sẽ hỏi lại rõ ràng! (Lời của tiền bối có thâm ý, xem ra sắp có kỳ ngộ giúp mình hiểu chân tướng)				
9015	9015		3197	Thiếu hiệp, lần này đến đây có chuyện gì?					
9015	9015				Tiền bối, ta rất hiếu kỳ về chuyện trước kia của Hoa Sơn Phái, tiền bối có thể chỉ giáo vài điều không?				
9015	9015		3197	(Nhắm mắt, không trả lời)					
9015	9015				Vậy ta xin cáo từ (Vị tiền bối này thật lạ, ta đi hỏi bà chủ xem bà ấy có biết gì không)				
9016	9016		3198	Khách quan, dùng bữa hay nghỉ lại?					
9016	9016				Ta muốn hỏi bà chủ một chuyện.				
9016	9016		3198	Khách quan muốn hỏi gì?					
9016	9016				Bà chủ có biết chuyện của Hoa Sơn Phái năm xưa không?				
9016	9016		3198	Chuyện đó à, vừa biết vừa không biết.					
9016	9016				Bà chủ, đây là 10 lượng vàng. Ta hỏi lại lần nữa, bà có biết chuyện của Hoa Sơn Phái năm xưa không?				
9016	9016		3198	Ối, khách quan hỏi đúng người rồi đấy. Chuyện đó chỉ có mình ta biết thôi, mấy chỗ khác không biết đâu!					
9016	9016				(Có Vàng là làm được mọi chuyện) Vậy mau vào chủ đề chính thôi!				
9018	9018				Bà chủ à, có thể kể cụ thể hơn được không?				
9018	9018		3198	Ta cũng chỉ biết có vậy thôi, ta không phải người trong cuộc mà!					
9018	9018				Ơ, vậy mà bà dám nói là biết nhiều đấy, trả tiền lại đây!				
9018	9018		3198	Đại hiệp đừng vội, ta không biết nhưng có người biết mà!					
9018	9018				Vậy ai biết?				
9018	9018		3198	Đại hiệp hãy theo chỉ dẫn của ta và đi tìm 4 người này. Hãy tìm theo thứ tự để biết rõ đầu đuôi câu chuyện là như thế nào nhé.					
9020	9020		3198	Nếu muốn biết chuyện của Lâm Dũ Cựu thì hãy tìm Lâm Triều Hoa thiếu hiệp.					
9020	9020				Được, ta đi ngay đây (Lâm Triều Hoa, Lâm Dũ Cựu, sao tên nghe kỳ lạ quá vậy). 				
9021	9021		3244	Thiếu hiệp đến đây có chuyện gì?					
9021	9021				Lần này đến là muốn biết chuyện năm xưa của Hoa Sơn Phái. Ngưỡng mộ các hạ từ lâu, không biết năm xưa Lâm Dũ Cựu làm sao mai phục Hoa Sơn Phái vậy ạ.				
9021	9021		3244	Hay lắm, nếu ta là Lâm Dũ Cựu thì ta sẽ lấy lòng tin trước.					
9021	9021				Xin lắng nghe!				
9023	9023		3244	Thiếu hiệp hiểu lời ta nói lúc nãy không?					
9023	9023				Ta hiểu rồi.				
9023	9023		3244	Vậy ta hỏi thiếu hiệp vài câu, nếu đáp đúng ta sẽ tặng thiếu hiệp vài món quà,					
9023	9023				Xin hỏi ạ!				
9024	9024				Câu hỏi này quả nhiên không đơn giản				
9025	9025		3198	Nếu muốn biết chuyện của Độc Cô Tuyết thì hãy tìm Triệu Ân Đồng nữ hiệp nhé.					
9025	9025				Được, ta đi ngay đây (Tên hai người này nghe hay quá). 				
9026	9026		3243	Thiếu hiệp đến đây có chuyện gì?					
9026	9026				Lần này đến là muốn biết chuyện năm xưa của Hoa Sơn Phái. Không biết năm xưa Độc Cô Tuyết nữ hiệp đã xảy ra chuyện gì?				
9026	9026		3243	Nhất định là bà chủ kia đã nhiều chuyện rồi. Thôi được, ta sẽ cho ngươi biết vậy.					
9026	9026				Xin lắng nghe!				
9028	9028		3243	Thiếu hiệp hiểu lời ta nói lúc nãy không?					
9028	9028				Tại hạ đã hiểu. Chuyện của Độc Cô Tuyết nữ hiệp thật xúc động.				
9028	9028		3243	Vậy ta hỏi thiếu hiệp vài câu, nếu đáp đúng ta sẽ thưởng.					
9028	9028				Xin hỏi ạ!				
9029	9029				Muốn đáp đúng câu hỏi này quả nhiên không dễ.				
9030	9030		3198	Nếu muốn biết bí mật về Vô Danh thì hãy tìm Người Bí Ẩn mà thiếu hiệp đã hỏi lúc đầu nhé. Ông ấy chắc chắn biết đấy. 					
9030	9030				Nhưng hình như ông ấy không muốn nói, ta cũng không có cách nào khiến ông ấy mở miệng được!				
9030	9030		3198	Vầy đi, thiếu hiệp cứ nói sau này ông ấy đến chỗ ta uống rượu không phải trả tiền. Ông ấy mê rượu lắm, nhất định sẽ nói thôi.					
9030	9030				Đa tạ bà chủ!				
9031	9031		3197	Tiểu huynh đệ, sao lại đến nữa? Ta không muốn nhắc đến chuyện đó đâu.					
9031	9031				Nhưng bà chủ nói sau này ông đến đó uống rượu sẽ không phải trả tiền nữa... Nếu đã vậy thì ta xin cáo từ!				
9031	9031		3197	Đừng, tiểu huynh đệ, đừng chạy. Được được được, ta sẽ phá lệ nói với ngươi một lần.					
9031	9031				Hi hi, vậy ta cung kính không bằng tuân mệnh!				
9033	9033		3197	Những gì ta vừa nói thiếu hiệp nghe rõ rồi chứ?					
9033	9033				Rõ… rõ thì rõ, nhưng vãn bối có nghi vấn, tại sao tiến bối lại biết rõ về chuyện của Vô Danh năm xưa như vậy?				
9033	9033		3197	Thật ra ta chính là Vô Danh của năm xưa. Thôi, không nói nữa, phiền não. Suýt nữa là quên việc chính rồi, giờ ta hỏi ngươi vài câu, nếu đáp đúng thì ta sẽ giao Bát Quái Trận của Hoa Sơn Phái cho ngươi.					
9033	9033				Tiền bối cứ hỏi!				
9034	9034				Xét về lý thì những câu hỏi này có chút lắt léo.				
9035	9035		3198	Ồ, thiếu hiệp có hứng thú với Độc Cô Chưởng Môn trên xe lăn, vậy ngươi hãy đi hỏi đồ đệ đầu tiên của Hoa Sơn Phái - Lâm Thanh Vũ đi!					
9035	9035				Ồ, đồ đệ đầu tiên của Hoa Sơn Phái à, lai lịch không nhỏ đây, vậy giờ ta sẽ đi hỏi.				
9036	9036		3245	Không biết thiếu hiệp đến tìm ta có việc gì?					
9036	9036				Thật ra lần này tại hạ đến để hỏi về chuyện Hoa Sơn Phái năm xưa, các hạ là đồ đệ đầu tiên của Hoa Sơn Phái, chắc chắn sẽ biết sự việc xảy ra với Độc Cô Chưởng Môn năm xưa.				
9036	9036		3245	Không sai, tại hạ đúng là có biết, cũng đã đến lúc công bố sự thật, vậy thiếu hiệp hãy nghe đây.					
9036	9036				Được, tại hạ đã sẵn sàng, mời đại hiệp nói!				
9038	9038		3245	Không biết những gì ta nói, thiếu hiệp đã hiểu chưa?					
9038	9038				Hiểu… hiểu rồi, thì ra chân của Độc Cô Chưởng Môn bị thương vào lúc đó.				
9038	9038		3245	Nếu đã hiểu rồi, hãy trả lời vài câu hỏi của ta, nếu đáp đúng, ta sẽ tặng ngươi món đồ chơi nhỏ để tự trải nghiệm!					
9038	9038				Được, đại hiệp hãy hỏi!				
9039	9039				Câu hỏi này ngoài ta ra đúng là không ai trả lời được.				
9040	9040				Bà Chủ, lần này ta thật sự tìm hiểu được rất nhiều, nhưng sao cứ cảm thấy có gì kì lạ, nghĩ nát óc mà vẫn không ra				
9040	9040		3198	Ha ha ha ha, thiếu hiệp đừng vội, ngồi xuống uống một ly, ta cùng ngươi từ từ tháo gỡ nghi vấn.					
9040	9040				Vậy thì đừng chần chừ nữa, nhanh lên đi, ta rất hiếu kỳ.				
9042	9042				Lần này ta hiểu hết rồi, trong lòng đã thông suốt, đa tạ Bà Chủ giúp ta giải đáp nghi vấn!				
9042	9042		3198	Không cần không cần! Sau này nhớ thường ghé Tửu Quán của ta ủng hộ là được!					
9042	9042				Chắc chắn chắc chắn, ta hứa!				
10000	10000				Đây là nơi được gọi là thánh địa võ lâm [FFFE0D]Lăng Tuyệt Phong[-] sao? Nghe nói Lăng Tuyệt Phong có nhiều bí mật, hôm nay ta sẽ đến xem thử.				
10000	10000				Có khá nhiều đường đến Lăng Tuyệt Phong, ta chọn đường này để lên đó vậy!				
10001	10001				Lăng Tuyệt Phong đúng là hiểm địa, nguy hiểm trùng trùng. Đây chắc là sườn núi, không biết sẽ có kỳ ngộ gì đây?				
10002	10002				Không ngờ trên sườn núi lại có sơn động thần bí như thế, không biết trong đó có bí mật gì?				
10003	10003				Xem ra đây là hậu sơn Lăng Tuyệt Phong rồi, chỗ này địa hình hiểm trở, nguy hiểm khó lường, ta phải cẩn thận mới được!				
10004	10004				Tới đỉnh Lăng Tuyệt Phong rồi! Nơi này hình như là nơi quyết chiến của「Nam Hi Liệt」và「Bắc Thượng Quan」năm xưa, phải tới xem mới được!				
10005	10005				Gần đây có người! Thôi rồi, bị đánh lén rồi!				
10006	10006		266	Nơi đây chính là hầm của gian thương, đại hiệp tuyệt đối đừng lơ là!					
20000	20000		266	Sự phát triển của bang hội không thể thiếu sự giúp đỡ củacác đại hiệp, hãy đến gặp [FFFE0D]Vạn Kim Tài[-] !					
20001	20001		190	Đại hiệp chiêu mộ nhân tài cho bang hội, cũng đã gây được tiếng tăm trong giang hồ. Có thêm nhiều người như ngài thì đúng là phúc của võ lâm!					
20002	20002		266	Sự phát triển của bang hội không thể thiếu sự giúp đỡ của đại hiệp, hãy đến gặp [FFFE0D]Diệp Vô Tâm[-] !					
20003	20003		620	Đại hiệp chiêu mộ nhân tài cho bang hội, cũng đã gây được tiếng tăm trong giang hồ. Có thêm nhiều người như ngài thì đúng là phúc của võ lâm!					
20004	20004		266	Sự phát triển của bang hội không thể thiếu sự giúp đỡ của đại hiệp, hãy đến gặp [FFFE0D]Tiết Ngân Dược[-] !					
20005	20005		621	Đại hiệp chiêu mộ nhân tài cho bang hội, cũng đã gây được tiếng tăm trong giang hồ. Có thêm nhiều người như ngài thì đúng là phúc của võ lâm!					
20006	20006		266	Sự phát triển của bang hội không thể thiếu sự giúp đỡ của đại hiệp, hãy đến gặp [FFFE0D]Vương Triều[-] !					
20007	20007		630	Đại hiệp chiêu mộ nhân tài cho bang hội, cũng đã gây được tiếng tăm trong giang hồ. Có thêm nhiều người như ngài thì đúng là phúc của võ lâm!					
20008	20008		266	Sự phát triển của bang hội không thể thiếu sự giúp đỡ của đại hiệp, hãy đến gặp [FFFE0D]Nạp Lan Chân[-] !					
20009	20009		90	Đại hiệp chiêu mộ nhân tài cho bang hội, cũng đã gây được tiếng tăm trong giang hồ. Có thêm nhiều người như ngài thì đúng là phúc của võ lâm!					
20010	20010		266	Sự phát triển của bang hội không thể thiếu sự giúp đỡ của đại hiệp, hãy đến gặp [FFFE0D]Diệp Vũ Nhu[-] !					
20011	20011		622	Đại hiệp chiêu mộ nhân tài cho bang hội, cũng đã gây được tiếng tăm trong giang hồ. Có thêm nhiều người như ngài thì đúng là phúc của võ lâm!					
20012	20012		266	Sự phát triển của bang hội không thể thiếu sự giúp đỡ của đại hiệp, hãy đến gặp [FFFE0D]Nạp Lan Tiềm Lẫm[-] !					
20013	20013		629	Đại hiệp chiêu mộ nhân tài cho bang hội, cũng đã gây được tiếng tăm trong giang hồ. Có thêm nhiều người như ngài thì đúng là phúc của võ lâm!					
20014	20014		266	Sự phát triển của bang hội không thể thiếu sự giúp đỡ của đại hiệp, hãy đến gặp [FFFE0D]Ân Phương[-] !					
20015	20015		623	Đại hiệp chiêu mộ nhân tài cho bang hội, cũng đã gây được tiếng tăm trong giang hồ. Có thêm nhiều người như ngài thì đúng là phúc của võ lâm!					
20016	20016		266	Sự phát triển của bang hội không thể thiếu sự giúp đỡ của đại hiệp, hãy đến gặp [FFFE0D]Mạnh Tri Thu[-] !					
20017	20017		100	Đại hiệp chiêu mộ nhân tài cho bang hội, cũng đã gây được tiếng tăm trong giang hồ. Có thêm nhiều người như ngài thì đúng là phúc của võ lâm!					
20018	20018		266	Sự phát triển của bang hội không thể thiếu sự giúp đỡ của đại hiệp, hãy đến gặp [FFFE0D]Nguyệt My Nhi[-] !					
20019	20019		97	Đại hiệp chiêu mộ nhân tài cho bang hội, cũng đã gây được tiếng tăm trong giang hồ. Có thêm nhiều người như ngài thì đúng là phúc của võ lâm!					
20020	20020		266	Sự phát triển của bang hội không thể thiếu sự giúp đỡ của đại hiệp, hãy đến gặp [FFFE0D]Bạch Tiêu Sinh[-] !					
20021	20021		99	Đại hiệp chiêu mộ nhân tài cho bang hội, cũng đã gây được tiếng tăm trong giang hồ. Có thêm nhiều người như ngài thì đúng là phúc của võ lâm!					
20022	20022		266	Sự phát triển của bang hội không thể thiếu sự giúp đỡ của đại hiệp, hãy đến gặp [FFFE0D]Mộ Dung Việt[-] !					
20023	20023		626	Đại hiệp chiêu mộ nhân tài cho bang hội, cũng đã gây được tiếng tăm trong giang hồ. Có thêm nhiều người như ngài thì đúng là phúc của võ lâm!					
20024	20024		266	Sự phát triển của bang hội không thể thiếu sự giúp đỡ của đại hiệp, hãy đến gặp [FFFE0D]Tô Mặc Vân[-] !					
20025	20025		627	Đại hiệp chiêu mộ nhân tài cho bang hội, cũng đã gây được tiếng tăm trong giang hồ. Có thêm nhiều người như ngài thì đúng là phúc của võ lâm!					
20026	20026		266	Sự phát triển của bang hội không thể thiếu sự giúp đỡ của đại hiệp, hãy đến gặp [FFFE0D]Dương Ảnh Phong[-] !					
20027	20027		624	Đại hiệp chiêu mộ nhân tài cho bang hội, cũng đã gây được tiếng tăm trong giang hồ. Có thêm nhiều người như ngài thì đúng là phúc của võ lâm!					
20028	20028		266	Sự phát triển của bang hội không thể thiếu sự giúp đỡ của đại hiệp, hãy đến gặp [FFFE0D]Độc Cô Kiếm[-] !					
20029	20029		88	Đại hiệp chiêu mộ nhân tài cho bang hội, cũng đã gây được tiếng tăm trong giang hồ. Có thêm nhiều người như ngài thì đúng là phúc của võ lâm!					
20030	20030		266	Sự phát triển của bang hội không thể thiếu sự giúp đỡ của đại hiệp, hãy đến gặp [FFFE0D]Tử Hiên[-] !					
20031	20031		631	Đại hiệp chiêu mộ nhân tài cho bang hội, cũng đã gây được tiếng tăm trong giang hồ. Có thêm nhiều người như ngài thì đúng là phúc của võ lâm!					
20032	20032		266	Sự phát triển của bang hội không thể thiếu sự giúp đỡ của đại hiệp, hãy đến gặp [FFFE0D]Tường Vi[-] !					
20033	20033		632	Đại hiệp chiêu mộ nhân tài cho bang hội, cũng đã gây được tiếng tăm trong giang hồ. Có thêm nhiều người như ngài thì đúng là phúc của võ lâm!					
20034	20034		266	Sự phát triển của bang hội không thể thiếu sự giúp đỡ của đại hiệp, hãy đến gặp [FFFE0D]Đàm Tâm[-] !					
20035	20035		625	Đại hiệp chiêu mộ nhân tài cho bang hội, cũng đã gây được tiếng tăm trong giang hồ. Có thêm nhiều người như ngài thì đúng là phúc của võ lâm!					
20036	20036		266	Đến chỗ [FFFE0D]Tiểu Hòa Thượng[-] nhận so tài thí luyện					
20037	20037		266	Nhiệm vụ hôm nay đã hoàn thành hết, ngày mai hãy đến.					
30001	30001		91	Ngươi đã đến [FFFE0D]Chiến Trường Tống Kim[-].					
30001	30001		91	Vị trí hiện tại là [FFFE0D]Đại Doanh Phe Tống[-] chúng ta. Qua bên phải sẽ sang [FFFE0D]Đại Doanh Phe Kim[-]					
30001	30001		91	Trên đường có thể sẽ gặp [FFFE0D]kẻ địch phe Kim[-]. Tiêu diệt chúng sẽ tích lũy [FFFE0D]điểm[-] cho phe ta. Cuối cùng phe nào cao điểm hơn sẽ thắng!					
30001	30001		91	Vì giang sơn Đại Tống, hãy cùng nhau chiến đấu!					
3001	3001		626	Ta là Huyền Thiên, am hiểu mọi trang bị, sau này chuyện liên quan đến trang bị cứ đến tìm ta. Ta tặng ngươi ít Bạc, và sẽ giám định trang bị của ngươi.					
3002	3002	626	626	Đa số trang bị ban đầu đều là [FFFE0D]chưa giám định[-], phải [FFFE0D]tốn Bạc nhất định[-] để giám định mới được mặc! Tiếp đến ta thử [FFFE0D]tẩy luyện trang bị[-]!					
3003	3003		626	Tẩy luyện có thể [FFFE0D]chuyển thuộc tính[-] của [FFFE0D]trang bị cùng vị trí[-] đến [FFFE0D]trang bị đang mặc[-], để tăng sức mạnh trang bị!					
3004	3004		627	Giang hồ đang náo loạn, nếu đại hiệp không có Bang Hội thì khó lòng mà hành tẩu giang hồ. Từ hôm nay trở đi, đại hiệp không cần lo lắng nữa. Chỉ cần tham gia vào các hoạt động Bang Hội, thắt chặt tình cảm với các huynh đệ trong Bang Hội thì Bang Hội sẽ trở thành chỗ dựa vững chắc cho đại hiệp đấy!					
3006	3006		627	Hộp Quà Bang Hội là hộp quà có lợi nhất, chứa phần thưởng cực kỳ phong phú, hãy nhớ đổi!					
3007	3007		627	Thông qua Lửa Trại Bang Hội cùng thành viên bang hội chung vui, làm quen bạn mới tăng đoàn kết bang hội. Sự phát triển của bang hội cũng nhờ sự giúp đỡ của các đại hiệp, chỉ có sự đoàn kết của các đại hiệp Bang Hội mới ngày càng phát triển!					
3008	32008		626	Ngươi đã nắm vững cường hóa, cường hóa rất có ích cho việc hành hiệp giang hồ. Nếu muốn có được thần binh phải nỗ lực thật nhiều!					
3009	3009		626	Sau khi cường hóa, thay thế bất kỳ trang bị nào cùng vị trí cũng sẽ nhận được cấp cường hóa tương ứng, vì vậy khi có Thủy Tinh thì không cần phải lo việc giữ lại sau này! Ngoài ra, khi Thủy Tinh-Cao không đủ, đừng quên 4 Thủy Tinh cùng cấp có thể ghép thành Thủy Tinh cấp cao hơn!					
3010	3010		97	Bọn Sơn Tặc quấy nhiễu bá tánh, may nhờ có ngươi giúp dân trừ hại, đúng là phúc của võ lâm.					
3011	3011		632	Làm rất tốt, nếu cần vật phẩm có thể đến Kỳ Trân Các để mua!					
3012	3012		629	Hãy tổ đội cùng giang hồ nhân sĩ khiêu chiến võ lâm cao thủ để nhận thưởng phong phú!					
