szHelpKey	szBigTitle	nHead	nIndex	szTitle	Function	FunParam	szContent
BattleMobaHelp	Công Phòng Chiến		4	Thủ Lĩnh Chiến Địa			Khi diệt thủ lĩnh, phe có sát thương cao hơn, sẽ được thủ lĩnh trợ giúp\n·Quá [FFFE0D]10 giây[-] không gây sát thương lên thủ lĩnh, mức sát thương sẽ [FFFE0D]giảm liên tục[-]\n·Phe diệt thủ lĩnh nhận thêm sát thương
BattleMobaHelp	Công Phòng Chiến		5	Quy Tắc Kiến Trúc			Hủy Tháp Ngoài mới có thể tấn công Tháp Trong, hủy Tháp Trong mới có thể tấn công đại doanh.\n[FFFE0D]Nếu không có Sĩ Binh/Thủ Lĩnh phe mình gần tháp phòng thủ của địch, sát thương gây lên tháp -50%[-]
BattleBossHelp	Công Phòng Chiến		1	Thủ Lĩnh Chiến Địa			Khi diệt thủ lĩnh, phe có sát thương cao hơn, sẽ được thủ lĩnh trợ giúp\n·Quá [FFFE0D]10 giây[-] không gây sát thương lên thủ lĩnh, mức sát thương sẽ [FFFE0D]giảm liên tục[-]\n·Phe diệt thủ lĩnh nhận thêm sát thương
FieldBossHelp	Danh Tướng		1	Danh Tướng Máy Chủ			Trong thời gian nhất định vào bản đồ Danh Tướng chỉ định, hoạt động bang hội dựa vào sát thương gây ra cho Danh Tướng để xếp hạng và nhận thưởng
FieldBossHelp	Danh Tướng		2	Thời Gian Trận Liên SV			Sau khi đủ điều kiện, [FFFE0D]22:00-23:00 thứ 2 mỗi tuần[-], mở Danh Tướng Liên SV (Chú ý: Bang hội chưa đủ điều kiện vẫn tham gia Danh Tướng Máy Chủ như cũ) 
FieldBossHelp	Danh Tướng		3	Nhận Quyền Liên SV			Dựa trên kết quả của Danh Tướng Máy Chủ vào [FFFE0D]thứ 3/4/6/7 mỗi tuần[-], thống kê tổng điểm mỗi tuần, bang hội [FFFE0D]Top 3[-] nhận quyền Danh Tướng Liên SV
FieldBossHelp	Danh Tướng		4	Quy Tắc Nhận Điểm			Thống kê điểm bang hội gây sát thương cho Danh Tướng từ Lv80-Lv110 (Lý Quảng/Triệu Vân/Lý Nguyên Bá/Hạng Vũ) và đạt Top 5, dựa trên hạng sát thương nhận điểm tương ứng, hạng càng cao điểm càng cao
FieldBossHelp	Danh Tướng		5	Quy Tắc Tổng Kết Điểm			Tổng kết điểm vào [FFFE0D]thứ 7 mỗi tuần khi Danh Tướng Máy Chủ kết thúc[-] và công bố kết quả, sau khi Danh Tướng Liên SV kết thúc sẽ tái lập điểm điều kiện
JingMaiHelp	Kinh Mạch Đồng Hành		1	Sơ Lược Kinh Mạch			Đồng Hành dùng Tư Chất Đơn nhận [FFFE0D]Chân Khí[-], tiêu hao Chân Khí tăng huyệt vị trong kinh mạch, Đồng Hành và nhân vật nhận kỹ năng và thuộc tính thêm.
JingMaiHelp	Kinh Mạch Đồng Hành		2	Đan Điền			Đan Điền có 2 trạng thái [FFFE0D]Đầy[-] và [FFFE0D]Trống[-], có thể xem tại giao diện Đồng Hành. Khi đầy có thể dùng Tư Chất Đơn nhận Chân Khí. [FFFE0D]Sa thải[-] và [FFFE0D]tẩy tủy[-] Đồng Hành sẽ làm Đan Điền trống, dùng Tư Chất Đơn không nhận Chân Khí nhưng có thể giảm điểm mệt mỏi.
JingMaiHelp	Kinh Mạch Đồng Hành		3	Xung Huyệt			Xung huyệt tiêu hao Chân Khí, Bạc hoặc đạo cụ đặc biệt để tăng huyệt vị trong kinh mạch, có [FFFE0D]tỉ lệ thành công[-] nhất định. Mỗi ngày số lần xung huyệt [FFFE0D]thành công[-] có hạn, [FFFE0D]4:00[-] ngày hôm sau tạo mới, xem tại giao diện kinh mạch.
JingMaiHelp	Kinh Mạch Đồng Hành		4	Thuộc Tính Kinh Mạch			Đả thông và tăng huyệt vị sẽ nhận thuộc tính tăng thêm hoặc kỹ năng của huyệt vị đó, hiệu quả với Đồng Hành và nhân vật [FFFE0D]khác nhau[-]. Sau khi [FFFE0D]Đồng Hành xuất trận[-], thuộc tính kinh mạch mới được kích hoạt.
WeddingHelp	Hướng dẫn		1	Quy tắc đặt trước hôn lễ 1			[FFFE0D]「Trang Viên-Tình Nồng」[-] không cần đặt trước, hôn lễ bắt đầu sau khi xin phép.\n[FFFE0D]「Hải Tân-Lãm Nguyệt」[-] có thể đặt trước [FFFE0D]7 ngày[-], mỗi ngày chỉ nhận 1 đặt trước.\n[FFFE0D]「Thuyền-Long Phụng」[-] có thể đặt trước [FFFE0D]3 tuần[-], mỗi tuần chỉ nhận 1 đặt trước.
WeddingHelp	Hướng dẫn		2	Quy tắc đặt trước hôn lễ 2			-Sau khi đặt trước hôn lễ sẽ không thể đổi ngày, nhưng có thể đổi sang hôn lễ cao cấp hơn.\n-Hôn lễ đặt trước bị quá hạn, [FF6464FF]trong 60 ngày[-] có thể trả một nửa phí để xin phép lại, hoặc trả toàn bộ phí để xin phép loại hôn lễ khác.
WeddingHelp	Hướng dẫn		3	Hủy quan hệ đính hôn			● Tìm Hồng Nương có thể xin hủy quan hệ đính hôn.\n● Nếu đã đặt trước hôn lễ, khi giải trừ quan hệ sẽ hủy hôn lễ và không trả lại phí.
WeddingHelp	Hướng dẫn		4	Quy tắc cử hành hôn lễ			Chỉ được cử hành hôn lễ vào [FFFE0D]10:00-24:00[-] mỗi ngày.
WeddingHelp	Hướng dẫn		5	Quy tắc ly hôn 1			-Thỏa thuận ly hôn: 2 người lập đội đến chỗ Hồng Nương xin phép để giải trừ quan hệ.\n-Cưỡng chế ly hôn: Đơn phương đến chỗ Hồng Nương xin phép, cần [FFFE0D]ít nhất 24 giờ[-] để xác nhận, lúc này có thể hủy xin phép, bên xin phép cần tốn [FFFE0D]1000 Nguy
WeddingHelp	Hướng dẫn		6	Quy tắc ly hôn 2			-[FFFE0D]Trong 30 ngày[-] sau khi kết hôn cấm ly hôn\n-Nếu 1 bên rời mạng quá [FFFE0D]14 ngày[-] thì xin phép cưỡng chế ly hôn không cần tốn phí .
WeddingHelp	Hướng dẫn		7	Quy tắc ly hôn 3			Sau khi ly hôn sẽ thu lại [FFFE0D]Lễ Phục, Hôn Thư, Nhẫn Cưới, danh hiệu Phu Thê, gia cụ kết hôn[-], hai bên giảm thân mật và tự dọn ra khỏi Gia Viên của đối phương.
MarriageMDHelp	Kỷ Niệm Kết Hôn		1	Kỷ Niệm Kết Hôn	MarriageMDHelp		Kỷ Niệm Kết Hôn gồm: 1 tháng, 6 tháng, 1 năm\nNgày kỷ niệm kế: [FFFE0D]%s (Kết hôn %s)[-] [00FF00][url=openwnd:Xem phần thưởng, AttributeDescription, '', false, 'MarriageMDRewards_%d'][-]
MarriageMDHelp	Kỷ Niệm Kết Hôn		2	Cách nhận thưởng			Sau khi đến Kỷ Niệm Kết Hôn, [FFFE0D]phu thê cần tổ đội[-] đến [00FF00][url=npc:Hồng Nương, 2372, 10][-] nhận thưởng.
CashGiftHelp	Tiền mừng		1	Chứng Hôn			Khi Bái Đường, khách [FFFE0D]top 4[-] BXH tiền mừng sẽ là [FFFE0D]người chứng hôn[-] cho đôi tân nhân.
CrossDomainHelp	Lưu ý Công Thành Liên SV		1	Điều kiện nhận			Công Thành Chiến nhận điểm theo số lãnh địa bang chiếm được, trước khi mở Công Thành Liên SV, bang [FFFE0D]Top 4 và bang chiếm「Tương Dương」[-][FFFE0D](Mỗi máy chủ chọn 5 bang tham chiến)[-] có tư cách tham gia Công Thành Chiến Liên SV.
CrossDomainHelp	Lưu ý Công Thành Liên SV		2	Nhận điểm			Thống kê điểm theo số lãnh địa bang chiếm được, chiếm [FFFE0D]Thành Chính/Thôn Trấn/Dã Ngoại[-] nhận điểm tương ứng\n「Thành Chính」: 10 điểm      「Thôn Trấn」: 5 điểm      「Dã Ngoại」: 3 điểm
CrossDomainHelp	Lưu ý Công Thành Liên SV		3	Tổng kết điểm			Sau khi Công Thành Liên SV kết thúc điểm sẽ được tạo mới.
CrossDomainHelp	Lưu ý Công Thành Liên SV		4	Ngoại Thành			Hoạt động bắt đầu, 2 bang sẽ ghép đôi với nhau để đoạt Long Trụ ở Lâm An Ngoại Thành, chiếm [FFFE0D]2 Long Trụ[-] sẽ được vào「Lâm An Vương Thành」, mỗi bang tối đa [FFFE0D]40 thành viên[-] vào thành.
CrossDomainHelp	Lưu ý Công Thành Liên SV		5	Nội Thành			[FFFE0D]10 phút[-] sau khi hoạt động diễn ra sẽ đóng tranh đoạt Lâm An Ngoại Thành, mở tranh đoạt Lâm An Nội Thành, những thành viên ở Lâm An Ngoại Thành mới có thể vào Lâm An Nội Thành, 4 bang sẽ ghép với nhau cùng đoạt [FFFE0D]「Vương Tọa 」[-]trong [FFFE0D]10 phút[-].
CrossDomainHelp	Lưu ý Công Thành Liên SV		6	Vương Thành			Lâm An Vương Thành có [FFFE0D]8 Long Trụ, 1 Vương Tọa[-], Long Trụ bị chiếm hết mới mở Tranh Đoạt Vương Tọa, tất cả thành viên sẽ tranh đoạt chung ở bản đồ Lâm An Vương Thành.
CrossDomainHelp	Lưu ý Công Thành Liên SV		7	Độ thống trị			Sau khi chiếm [FFFE0D]Long Trụ, Vương Tọa[-], [FFFE0D]mỗi 10 giây [-]nhận độ thống trị\n「Long Trụ」Lâm An Ngoại Thành 20 độ thống trị; 「Long Trụ」Lâm An Vương Thành 40 độ thống trị\n「Vương Tọa 」Lâm An Nội Thành 60 độ thống trị; 「Vương Tọa 」Lâm An Vương Thành 120 độ thống trị
CrossDomainHelp	Lưu ý Công Thành Liên SV		8	Khí Giới Công Thành			Thành viên chức Trưởng Lão trở lên có thể mua khí giới ở Quân Nhu Phường để hỗ trợ bang, phải mua trước khi hoạt động bắt đầu [FFFE0D]10 phút[-], sau thời gian trên khí giới sẽ không thể dùng ở trận này.
CrossDomainHelp	Lưu ý Công Thành Liên SV		9	Lâm An Thành Chủ			Căn cứ độ thống trị nhận từ việc chiếm [FFFE0D]Long Trụ, Vương Tọa[-], Thủ lĩnh bang hạng 1 chiếm Lâm An Thành sẽ trở thành Thành Chủ.
KinSecretFubenHelp	Bí Cảnh Bang Hội cần biết		1	Chuẩn bị khiêu chiến			Hoạt động bắt đầu, người chơi chọn vào các bí cảnh [FFFE0D]Thiên[-], [FFFE0D]Địa[-], [FFFE0D]Nhân[-], sau khi hết [FFFE0D]3[-] phút chuẩn bị sẽ mở Bí Cảnh, mỗi Bí Cảnh tối đa cho phép [FFFE0D]50[-] người chiến đấu, các bang hội tự điều chỉnh số người mỗi Bí Cảnh
KinSecretFubenHelp	Bí Cảnh Bang Hội cần biết		2	Nam Cung Phi			Nam Cung Phi sẽ nạp Thiên Sát Chân Khí cho người chơi, người chơi được nạp Thiên Sát Chân Khí cần thoát nhóm trong [FFFE0D]5[-] giây để không gây sát thương lớn cho người chơi xung quanh.
KinSecretFubenHelp	Bí Cảnh Bang Hội cần biết		3	Bi Ma Kiếm Thánh			Dương Ảnh Phong có thể biến thành trạng thái Hộ Thể Ngũ Hành, nhận sức mạnh sát thương phản đòn, người chơi cần dụ nó đến trận pháp khắc chế ngũ hành này; trận pháp ngũ hành trên đất có thể cho người chơi môn phái tương ứng ngũ hành này sức mạnh thần kỳ, khi Dương Ảnh Phong thi triển kỹ năng cường lực có thể tránh được sát thương.
KinSecretFubenHelp	Bí Cảnh Bang Hội cần biết		4	Độc Cô Kháng Lệ			Độc Cô Kháng Lệ lần lượt có sức mạnh [FFFE0D]cận chiến[-] phản đòn và sát thương [FFFE0D]tầm xa[-]; hai người lần lượt nạp vào người 2 người chơi Chân Khí [FFFE0D]cùng cực[-] và [FFFE0D]khác cực[-], 2 người chơi cần kịp thời tránh xa hoặc đến gần đối phương; 2 người tình cảm sâu đậm, Độc Cô Kiếm bị diệt trước, Trương Lâm Tâm sẽ [FFFE0D]tái sinh cho hắn[-], Trương Lâm Tâm bị diệt trước, Độc Cô Kiếm sẽ trở nên [FFFE0D]cuồng nộ[-].
KinSecretFubenHelp	Bí Cảnh Bang Hội cần biết		5	Cơ chế thường			Trong Bí Cảnh mỗi BOSS đều có sức mạnh [FFFE0D]Hấp Hồn[-], cứ mỗi một người chơi xung quanh tử vong, sức mạnh BOSS sẽ tăng lên; khi tất cả người chơi xung quanh BOSS đều tử vong, tất cả trạng thái BOSS sẽ [FFFE0D]tái lập[-] thành [FFFE0D]trạng thái chưa bắt đầu[-].
KinSecretFubenHelp	Bí Cảnh Bang Hội cần biết		6	Quy tắc phần thưởng			Khi kết thúc chiến đấu ở Bí Cảnh sẽ phát thưởng cho người chơi dựa theo kết quả chiến đấu. Khi tổng kết, mỗi người chơi ở trong phòng sẽ tăng mức thưởng đấu giá sau cùng cho phòng này, nếu đã tăng cho 1 phòng, sẽ không thể tăng cho phòng khác nữa.
InDifferBattleJueDiHelp	Tâm Ma Tuyệt Địa		1	Cách chơi			Sau khi vào Tâm Ma Tuyệt Địa, người chơi [FFFE0D]cố định ở Lv99, không mang theo đồng hành, lực chiến ban đầu giống nhau[-], môn phái ban đầu có thể chọn [FFFE0D]ngẫu nhiên 1 trong 6 môn phái[-].
InDifferBattleJueDiHelp	Tâm Ma Tuyệt Địa		2	Quy trình			Trong Ảo Cảnh có [FFFE0D]36 khu[-], chia [FFFE0D]4 giai đoạn[-], mỗi giai đoạn kết thúc sẽ ở vài khu xuất hiện chướng khí, giai đoạn 4 chỉ có 1 khu không có chướng khí để người chơi quyết đấu!\n[FFFE0D](Người chơi dừng lại ở khu chướng khí sẽ chịu sát thương liên tục)[-]
InDifferBattleJueDiHelp	Tâm Ma Tuyệt Địa		3	Đổi môn phái			Môn phái có thể thông qua [FFFE0D]Sức Mạnh Môn Phái[-] ở khu vực để thay đổi, môn phái bị đổi sẽ xuất hiện ở bên cạnh bản thân bằng hình thức [FFFE0D]Sức Mạnh Môn Phái[-], đại hiệp khác có thể tận dụng.
InDifferBattleJueDiHelp	Tâm Ma Tuyệt Địa		4	Nhận tài nguyên			Tài nguyên trong Ảo Cảnh chia làm [FFFE0D]sức mạnh[-], [FFFE0D]đạo cụ[-] và [FFFE0D]hiệu quả[-], xuất hiện có thể [FFFE0D]thu thập[-]. Tài nguyên sức mạnh gồm [FFFE0D]cường hóa[-] trang bị, [FFFE0D]bí kíp[-] môn phái và [FFFE0D]thú cưỡi[-], tài nguyên đạo cụ gồm [FFFE0D]thuốc[-], [FFFE0D]kỹ năng[-], [FFFE0D]Phụ Ma Thạch[-] và [FFFE0D]Đá Hồi Sinh[-], tài nguyên hiệu quả gồm [FFFE0D]Hồi Sinh Lực[-], [FFFE0D]Miễn dịch khống chế[-] và [FFFE0D]Tốc Chạy[-].
InDifferBattleJueDiHelp	Tâm Ma Tuyệt Địa		5	Sự kiện đặc biệt			Trong Ảo Cảnh ở một số thời điểm nhất định sẽ xuất hiện: [FFFE0D]Hung Thú Thượng Cổ, Tâm Ma, Thủ Lĩnh Ảo Thú, Tâm Ma Ảo Tượng[-]. Đại hiệp [FFFE0D]diệt Tâm Ma, Thủ Lĩnh Ảo Thú[-] và [FFFE0D]mở Tâm Ma Ảo Tượng[-] sẽ nhận được tài nguyên Ảo Cảnh phong phú.
InDifferBattleJueDiHelp	Tâm Ma Tuyệt Địa		6	Hạn chế ảo cảnh			[FFFE0D]Cấm: [-]Cấm ngồi thiền trong Ảo Cảnh, giai đoạn 4 (Quyết đấu) cấm cưỡi ngựa.\n[FFFE0D]Nặc danh: [-]Trong Ảo Cảnh, ngoài đồng đội, đại hiệp khác đều hiện nặc danh là Người Bí Ẩn.\n[FFFE0D]Vật phẩm: [-]Tất cả vật phẩm nhận trong Ảo Cảnh đều mất sau khi thoát Ảo Cảnh
InDifferBattleJueDiHelp	Tâm Ma Tuyệt Địa		7	Nhận điểm			Diệt đại hiệp khác [FFFE0D](Thành viên chưa tử trận sẽ nhận điểm) [-]. Khi kết thúc giai đoạn nếu còn sống hoặc chiến thắng sẽ nhận thêm điểm\n[FFFE0D]Nhắc nhở: Điểm cá nhân càng cao thưởng hoạt động càng nhiều![-]
InDifferBattleJueDiHelp	Tâm Ma Tuyệt Địa		8	Quy tắc chiến thắng			Dựa vào [FFFE0D]số người sinh tồn, tổng điểm đội, tổng lực chiến thành viên sinh tồn[-] để quyết định đội chiến thắng.
InDifferBattleJueDiHelp	Tâm Ma Tuyệt Địa		9	Điểm/Đánh giá			[92D2FF]Điểm: [-]0-5        [92D2FF]Đánh giá: [-][FFFFFF]Tạm[-]        [92D2FF]Điểm: [-]6-15      [92D2FF]Đánh giá: [-][64db00]Thường[-]\n[92D2FF]Điểm: [-]16-31    [92D2FF]Đánh giá: [-][11adf6]Tốt[-]        [92D2FF]Điểm: [-]32-47    [92D2FF]Đánh giá: [-][aa62fc]Ưu Tú[-]\n[92D2FF]Điểm: [-]48-95    [92D2FF]Đánh giá: [-][ff578c]Trác Việt[-]        [92D2FF]Điểm: [-]96+        [92D2FF]Đánh giá: [-][ff8f06]Hoàn Mỹ[-]
MagicBowlHelp	Tụ Bảo Bồn Gia Viên		1	Nhận và tăng cấp Tụ Bảo Bồn			Tụ Bảo Bồn là gia cụ [FFFE0D]duy nhất[-], sau khi chế tạo ở Gia Cụ Phường rồi đặt tại [FFFE0D]Đình Viện[-]. Tụ Bảo Bồn ban đầu là Lv1, khi Thoải Mái Gia Viên đạt cấp nhất định, có thể tăng cấp Tụ Bảo Bồn.
MagicBowlHelp	Tụ Bảo Bồn Gia Viên		2	Giới thiệu công dụng của Tụ Bảo Bồn			Tụ Bảo Bồn có thể ngưng tụ số dòng [FFFE0D]thuộc tính Minh Văn[-] nhất định, bạn có thể tẩy luyện thuộc tính Minh Văn yêu thích lên Tụ Bảo Bồn. Cấp Tụ Bảo Bồn càng cao, [FFFE0D]số dòng thuộc tính[-] ngưng tụ càng tăng.
MagicBowlHelp	Tụ Bảo Bồn Gia Viên		3	Rèn Minh Văn			Vào giao diện Tụ Bảo Bồn dùng [FFFE0D]Nguyên Liệu Gia Cụ[-] nhất định để rèn Minh Văn. Trong quá trình rèn, cần duy trì một khoảng thời gian. Cấp Tụ Bảo Bồn càng cao, [FFFE0D]bậc Minh Văn[-] có thể rèn càng cao, sau khi giám định hiệu quả thuộc tính càng tốt hơn.
MagicBowlHelp	Tụ Bảo Bồn Gia Viên		4	Thuộc tính Tụ Bảo Bồn			Sau khi Tụ Bảo Bồn ngưng tụ thuộc tính khắc văn, mỗi ngày mặc định nhận một phần hiệu quả thuộc tính Tụ Bảo Bồn. Ngoài ra, hằng ngày được dùng [FFFE0D]cầu phúc[-] điều chỉnh vận thế, vận thế càng tốt, điểm thuộc tính nhận được càng cao, vận thế nhận được khi cầu phúc được duy trì 72 giờ.
DanceActHelp	Vũ Động Giang Hồ		1	Quy Tắc Hoạt Động			Trong thời gian hoạt động, [FFFFFF]12:45[-],[FFFFFF]15:00[-], [FFFFFF]20:00[-] hằng ngày đều mở hoạt động Vũ Động Giang Hồ, người chơi cần vào sảnh chờ đúng giờ để chờ ghép, sau khi bắt đầu thi đấu sẽ thao tác theo chỉ lệnh.
DanceActHelp	Vũ Động Giang Hồ		2	Thường			Giai đoạn thường, mỗi khi hoàn thành chính xác 1 dòng chỉ lệnh nhận [FFFFFF]1 điểm[-], thao tác sai hoặc chưa thể hoàn thành chỉ lệnh không được điểm.
DanceActHelp	Vũ Động Giang Hồ		3	Giai đoạn tử đấu			Giai đoạn tử đấu, mỗi khi hoàn thành chính xác 1 dòng chỉ lệnh nhận [FFFFFF]2 điểm[-],  thao tác sai hoặc chưa thể hoàn thành chỉ lệnh không được điểm, đồng thời mất tư cách tiếp tục thi đấu.
DanceActHelp	Vũ Động Giang Hồ		4	Thao Tác Tiến Cấp			Hoàn thành chỉ lệnh với tốc độ nhanh, có thể x2 điểm nhận được của dòng chỉ lệnh đó; liên tục hoàn thành thao tác chính xác đạt bội số của 5, đều nhận được điểm cộng thêm.
DanceActHelp	Vũ Động Giang Hồ		5	Thưởng tổng kết			Sau mỗi trận đấu kết thúc đều dựa theo xếp hạng điểm thi đấu để phát thưởng, cuối cùng khi hoạt động kết thúc sẽ dựa theo tổng hạng điểm của người chơi để phát thưởng.
KeyQuestFubenHelp	Di Tích Tầm Bảo		1	Sơ Lược Tính Năng			Di Tích Tầm Bảo là hoạt động tầm bảo với đội ([FFFE0D]4 người[-]), hoạt động có 3 bản đồ, mỗi tầng bản đồ đều tạo mới nhiều bảo rương và quái vật, người chơi phải nhận được Bùa Truyền Tống vào tầng tiếp theo trước khi bản đồ kết thúc. Khi bản đồ của tầng đóng lại, người chơi không có Bùa Truyền Tống sẽ bị loại.
KeyQuestFubenHelp	Di Tích Tầm Bảo		2	Quy Tắc Loại Trực Tiếp			Bản đồ hoạt động chia thành 3 tầng, người chơi phải tìm được [FFFE0D]Bùa Truyền Tống[-] vào tầng tiếp theo, nếu không sau khi kết thúc đếm ngược, sẽ bị loại.
KeyQuestFubenHelp	Di Tích Tầm Bảo		3	Bùa Truyền Tống			[FFFE0D]Bùa Truyền Tống[-] nhận được khi tiêu diệt [FFFE0D]Khỉ Ăn Vụng[-] và [FFFE0D]Trộm Báu Vật[-] trong bản đồ, cũng có thể nhận khi đánh bại người chơi khác. Người chơi [FFFE0D]mang theo bùa[-] sẽ có [FFFE0D]vòng sáng[-], sau khi tử vong thì bùa [FFFE0D]sẽ có tỉ lệ rơi cao[-].
KeyQuestFubenHelp	Di Tích Tầm Bảo		4	Tính thưởng			Trong bản đồ hoạt động thu thập rương nhận được các loại đạo cụ, sau khi hoạt động kết thúc, hệ thống sẽ căn cứ theo số đạo cụ khác nhau đổi thành loại điểm và số điểm khác nhau, căn cứ theo số điểm, người chơi nhận được loại và số lượng rương khác nhau, sau khi hoạt động kết thúc thì rương sẽ được gửi qua thư
KeyQuestFubenHelp	Di Tích Tầm Bảo		5	Điểm đạo cụ			Đạo cụ có thể đổi [FFFE0D]điểm Bạc[-] gồm: [5EFF51]Thỏi Đồng[-], [4FD3FF]Thỏi Bạc[-], [4FD3FF]Hổ Phách[-], [DC8DFF]Châu Báu Di Tích[-], đạo cụ có thể đổi [FFFE0D]điểm Vàng[-] gồm: [DC8DFF]Phong Trần Chủy Thủ[-], [FF87AA]Vô Nhẫn Đao[-], [FF8C58]Sáng Thế Kiếm[-].
KinEncounterHelp	Bang Hội Chiến		1	Quy Tắc Ghép			Người chơi báo danh vào sảnh chờ, sau khi thời gian kết thúc, tất cả bang hội đạt [FFFE0D]8 người[-] báo danh trở lên, sẽ ghép hai bang hội có lực chiến trung bình ngang nhau để tiến hành chiến đấu.
KinEncounterHelp	Bang Hội Chiến		2	Tranh Đoạt Long Trụ			Điều kiện giành chiến thắng là điểm của phe ta đạt [FFFE0D]10000[-] điểm trước hoặc khi hoạt động kết thúc, điểm cao hơn đối phương, sau khi chiếm [FFFE0D]Long Trụ[-] thì điểm sẽ tăng lên. [FFFE0D]Chú ý[-]: Thời gian còn lại càng ít, tốc độ nhận điểm khi chiếm lĩnh Long Trụ càng nhanh.
KinEncounterHelp	Bang Hội Chiến		3	Tranh Đoạt Kho Lương			Lương thảo luôn là yếu tố quan trọng để quyết định thắng thua. Trong chiến trường có hai kho lương, chiếm lĩnh [FFFE0D]kho lương[-] bất kỳ giúp tất cả thành viên phe ta nhận [FFFE0D]20% tấn công[-] và [FFFE0D]20% sinh lực[-].
KinEncounterHelp	Bang Hội Chiến		4	Tranh Đoạt Thần Mộc			Trong chiến trường có hai [FFFE0D]Thần Mộc[-], chiếm lĩnh sẽ giúp số lượng [FFFE0D]gỗ[-] phe ta tăng nhanh, [FFFE0D]Bang Chủ[-], [FFFE0D]Bang Phó[-], [FFFE0D]Trưởng Lão[-], [FFFE0D]Bảo Bối[-] của bang hội có thể vào Kho Quân Giới dùng gỗ để mua quân giới sau đó đưa vào chiến trường để tăng lực chiến của phe ta.
KinEncounterHelp	Bang Hội Chiến		5	Quy tắc phần thưởng			Sau khi chiến đấu xong, phần thưởng sẽ căn cứ theo hạng diệt địch của bang để phát, bang giành chiến thắng cuối cùng sẽ nhận được phần thưởng cao hơn. [FFFE0D]Chú ý[-]: Nếu sau khi kết thúc thời gian chuẩn bị, tất cả thành viên trong bang hội không có đối thủ đều nhận thưởng như nhau.
PartnerCardHelp	Giới Thiệu Môn Khách		1	Giới Thiệu Môn Khách			Môn Khách là thiết lập giữa người chơi và giang hồ danh hiệp, thủ lĩnh danh tướng, đây là quan hệ cao hơn đồng hành. Môn Khách có thể [FFFE0D]cùng đồng hành ra trận, tăng cường kỹ năng hộ chủ của đồng hành ra trận và tăng thuộc tính nhân vật[-]. Cho Môn Khách [FFFE0D]vào gia viên[-], để có thể tương tác với Môn Khách.
PartnerCardHelp	Giới Thiệu Môn Khách		2	Mời Môn Khách			Có thể mời Môn Khách [FFFE0D]cấp A, B[-] bằng cách mở [FFFE0D]Đồ Giám Đồng Hành[-], xem [FFFE0D]chi tiết[-] để chào mời [FFFE0D]đồng hành đã chiêu mộ[-] thành Môn Khách của bản thân. Môn Khách [FFFE0D]cấp S trở lên[-] không thể trực tiếp chào mời, nhận từ hoạt động hàng ngày.
PartnerCardHelp	Giới Thiệu Môn Khách		3	Môn Khách Xuất Trận			Môn Khách đã mời có thể [FFFE0D]xuất trận cùng đồng hành[-], sau khi xuất trận sẽ tăng thuộc tính nhân vật. Đồng thời, sau khi xuất trận sẽ tăng thêm [FFFE0D]1-3 dòng thuộc tính[-] cho kỹ năng hộ chủ của đồng hành tương ứng.
PartnerCardHelp	Giới Thiệu Môn Khách		4	Thuộc Tính Môn Khách			Thuộc tính Môn Khách gồm 3 loại: [FFFE0D]Hộ chủ[-], [FFFE0D]cơ bản[-] và [FFFE0D]tổ hợp[-].
PartnerCardHelp	Giới Thiệu Môn Khách		5	Hướng Dẫn Thuộc Tính			Thuộc tính hộ chủ: Môn Khách giúp kỹ năng hộ chủ của [FFFE0D]đồng hành tương ứng[-] tăng [FFFE0D]thêm thuộc tính[-].\nThuộc tính cơ bản: Thuộc tính cơ bản của tất cả Môn Khách xuất trận đều cộng dồn cho nhân vật.\nThuộc tính tổ hợp: Cần xuất trận Môn Khách khác nhau để kích hoạt.
PartnerCardHelp	Giới Thiệu Môn Khách		6	Cấp Sao Môn Khách			Cấp sao Môn Khách có thể tăng thông qua tăng [FFFE0D]độ thân mật của Môn Khách[-]. Độ thân mật tăng bằng cách làm [FFFE0D]nhiệm vụ Môn Khách[-] hoặc [FFFE0D]tặng[-] đạo cụ Môn Khách yêu thích.
PartnerCardHelp	Giới Thiệu Môn Khách		7	Vào Gia Viên			Trong giao diện Môn Khách có thể chọn đưa Môn Khách vào gia viên, số lượng Môn Khách được vào gia viên có giới hạn. Sau khi vào gia viên có thể tiến hành [FFFE0D]sai phái Môn Khách[-] và hoàn thành [FFFE0D]nhiệm vụ Môn Khách[-].
PartnerCardHelp	Giới Thiệu Môn Khách		8	Phái Môn Khách			Môn Khách đã vào gia viên, có thể tiến hành sai phái Môn Khách, bao gồm [FFFE0D]thăm hỏi hảo hữu[-], [FFFE0D]ngao du giang hồ[-] và [FFFE0D]tịnh tâm tu luyện[-], người chơi chỉ được chọn 1 loại sai phái để tiến hành, chi tiết hãy vào [FFFE0D]gia viên[-] nhấp [FFFE0D]nút Môn Khách[-], để xem.
PartnerCardHelp	Giới Thiệu Môn Khách		9	Nhiệm vụ Môn Khách			Môn Khách đã vào gia viên, mỗi ngày sẽ gửi nhiệm vụ khác nhau cho người chơi. Hàng ngày có thể chọn [FFFE0D]1 Môn Khách[-] để nhận nhiệm vụ, hoàn thành nhiệm vụ do Môn Khách gửi sẽ tăng [FFFE0D]độ thân mật[-] Môn Khách này.
